geo,Municipio,Desagregación cultivo,Año,Área sembrada
15693,Santa Rosa de Viterbo,Repollo,2021,9
15693,Santa Rosa de Viterbo,Cebolla De Bulbo,2021,23
15693,Santa Rosa de Viterbo,Cebolla De Bulbo,2021,18
15693,Santa Rosa de Viterbo,Remolacha,2021,7
15693,Santa Rosa de Viterbo,Remolacha,2021,6
15693,Santa Rosa de Viterbo,Zanahoria,2021,12
15693,Santa Rosa de Viterbo,Zanahoria,2021,12
15696,Santa Sofía,Tomate Invernadero,2021,65
15696,Santa Sofía,Tomate Invernadero,2021,50
15720,Sativanorte,Otras hortalizas,2021,5
15720,Sativanorte,Otras hortalizas,2021,3
15720,Sativanorte,Ahuyama,2021,0
15720,Sativanorte,Ahuyama,2021,0
15720,Sativanorte,Tomate,2021,1
15720,Sativanorte,Tomate,2021,1
15740,Siachoque,Otras hortalizas,2021,5
15740,Siachoque,Otras hortalizas,2021,4
15740,Siachoque,Cebolla De Bulbo,2021,350
15740,Siachoque,Cebolla De Bulbo,2021,270
15740,Siachoque,Zanahoria,2021,7
15740,Siachoque,Zanahoria,2021,6
15753,Soatá,Tomate,2021,20
15753,Soatá,Tomate,2021,15
15753,Soatá,Cebolla De Bulbo,2021,7
15753,Soatá,Cebolla De Bulbo,2021,10
15755,Socotá,Cebolla De Bulbo,2021,40
15755,Socotá,Cebolla De Bulbo,2021,11
15757,Socha,Tomate,2021,3
15757,Socha,Tomate,2021,2
15757,Socha,Cebolla De Bulbo,2021,8
15757,Socha,Cebolla De Bulbo,2021,5
15759,Sogamoso,Otras hortalizas,2021,6
15759,Sogamoso,Otras hortalizas,2021,5
15759,Sogamoso,Tomate Invernadero,2021,5
15759,Sogamoso,Lechuga,2021,5
15759,Sogamoso,Lechuga,2021,5
15759,Sogamoso,Cebolla De Bulbo,2021,20
15759,Sogamoso,Cebolla De Bulbo,2021,14
15759,Sogamoso,Cebolla De Rama,2021,20
15759,Sogamoso,Cebolla De Rama,2021,15
15761,Somondoco,Tomate,2021,2
15761,Somondoco,Tomate,2021,1
15762,Sora,Lechuga,2021,6
15762,Sora,Lechuga,2021,6
15762,Sora,Cebolla De Bulbo,2021,92
15762,Sora,Cebolla De Bulbo,2021,50
15762,Sora,Remolacha,2021,18
15762,Sora,Remolacha,2021,18
15764,Soracá,Lechuga,2021,3
15764,Soracá,Lechuga,2021,2
15764,Soracá,Cebolla De Bulbo,2021,6
15764,Soracá,Cebolla De Bulbo,2021,6
15764,Soracá,Zanahoria,2021,160
15764,Soracá,Zanahoria,2021,110
15776,Sutamarchán,Pimentón,2021,9
15776,Sutamarchán,Pimentón,2021,16
15776,Sutamarchán,Tomate Invernadero,2021,133
15776,Sutamarchán,Tomate Invernadero,2021,172
15776,Sutamarchán,Cebolla De Bulbo,2021,13
15776,Sutamarchán,Cebolla De Bulbo,2021,42
15778,Sutatenza,Ahuyama,2021,4
15778,Sutatenza,Ahuyama,2021,4
15778,Sutatenza,Pepino Cohombro,2021,5
15778,Sutatenza,Pepino Cohombro,2021,7
15778,Sutatenza,Pepino Guiso,2021,3
15778,Sutatenza,Pimentón,2021,3
15778,Sutatenza,Pimentón,2021,2
15778,Sutatenza,Tomate Invernadero,2021,1
15778,Sutatenza,Tomate Invernadero,2021,2
15798,Tenza,Ahuyama,2021,5
15798,Tenza,Ahuyama,2021,5
15798,Tenza,Pepino Cohombro,2021,3
15798,Tenza,Pepino Cohombro,2021,3
15798,Tenza,Pepino Guiso,2021,26
15798,Tenza,Pepino Guiso,2021,26
15798,Tenza,Pimentón,2021,12
15798,Tenza,Pimentón,2021,12
15798,Tenza,Tomate,2021,7
15798,Tenza,Tomate,2021,7
15798,Tenza,Tomate Invernadero,2021,18
15798,Tenza,Tomate Invernadero,2021,18
15804,Tibaná,Ahuyama,2021,20
15804,Tibaná,Ahuyama,2021,10
15804,Tibaná,Pepino Guiso,2021,8
15806,Tibasosa,Otras hortalizas,2021,30
15806,Tibasosa,Otras hortalizas,2021,30
15806,Tibasosa,Tomate Invernadero,2021,90
15806,Tibasosa,Tomate Invernadero,2021,95
15806,Tibasosa,Cebolla De Bulbo,2021,180
15806,Tibasosa,Cebolla De Bulbo,2021,150
15808,Tinjacá,Pimentón,2021,3
15808,Tinjacá,Pimentón,2021,2
15808,Tinjacá,Tomate Invernadero,2021,25
15808,Tinjacá,Tomate Invernadero,2021,26
15808,Tinjacá,Cebolla De Bulbo,2021,12
15808,Tinjacá,Cebolla De Bulbo,2021,4
15810,Tipacoque,Melón,2021,9
15810,Tipacoque,Melón,2021,7
15810,Tipacoque,Pimentón,2021,10
15810,Tipacoque,Pimentón,2021,15
15810,Tipacoque,Tomate,2021,5
15810,Tipacoque,Tomate,2021,3
15810,Tipacoque,Tomate Invernadero,2021,6
15810,Tipacoque,Tomate Invernadero,2021,3
15814,Toca,Otras hortalizas,2021,38
15814,Toca,Lechuga,2021,23
15814,Toca,Cebolla De Bulbo,2021,480
15814,Toca,Cebolla De Bulbo,2021,120
15820,Tópaga,Tomate Invernadero,2021,11
15820,Tópaga,Tomate Invernadero,2021,10
15820,Tópaga,Cebolla De Bulbo,2021,15
15820,Tópaga,Cebolla De Bulbo,2021,7
15822,Tota,Cebolla De Bulbo,2021,4
15822,Tota,Cebolla De Bulbo,2021,4
15822,Tota,Zanahoria,2021,4
15822,Tota,Zanahoria,2021,12
15822,Tota,Cebolla De Rama,2021,95
15822,Tota,Cebolla De Rama,2021,100
15835,Turmequé,Tomate Invernadero,2021,10
15835,Turmequé,Tomate Invernadero,2021,7
15835,Turmequé,Cebolla De Bulbo,2021,10
15835,Turmequé,Cebolla De Bulbo,2021,8
15835,Turmequé,Zanahoria,2021,5
15835,Turmequé,Zanahoria,2021,6
15837,Tuta,Otras hortalizas,2021,3
15837,Tuta,Cilantro,2021,2
15837,Tuta,Cebolla De Bulbo,2021,90
15837,Tuta,Cebolla De Bulbo,2021,30
15837,Tuta,Zanahoria,2021,2
15839,Tutazá,Otras hortalizas,2021,3
15839,Tutazá,Otras hortalizas,2021,4
15839,Tutazá,Zanahoria,2021,22
15839,Tutazá,Zanahoria,2021,9
15839,Tutazá,Cebolla De Rama,2021,0
15839,Tutazá,Cebolla De Rama,2021,0
15861,Ventaquemada,Otras hortalizas,2021,8
15861,Ventaquemada,Otras hortalizas,2021,9
15861,Ventaquemada,Cebolla De Bulbo,2021,40
15861,Ventaquemada,Cebolla De Bulbo,2021,32
15861,Ventaquemada,Zanahoria,2021,800
15861,Ventaquemada,Zanahoria,2021,680
15879,Viracachá,Ahuyama,2021,1
15879,Viracachá,Cilantro,2021,2
15879,Viracachá,Cilantro,2021,2
15879,Viracachá,Zanahoria,2021,6
15879,Viracachá,Zanahoria,2021,4
15897,Zetaquirá,Tomate Invernadero,2021,4
15897,Zetaquirá,Tomate Invernadero,2021,4
