geo,Municipio,Desagregación,Año,Área Cosechada(ha)
15580,Quipama,Caña Panelera,2018,145
15507,Otanche,Caña Panelera,2018,150
15480,Muzo,Caña Panelera,2018,33
15660,San Eduardo,Caña Panelera,2018,49
15236,Chivor,Caña Panelera,2018,45
15673,San Mateo,Caña Panelera,2018,42
15218,Covarachia,Caña Panelera,2018,12
15097,Boavita,Caña Panelera,2018,30
15518,Pajarito,Caña Panelera,2018,8
15401,La Victoria,Caña Panelera,2018,13
15522,Panqueba,Caña Panelera,2018,2
15810,Tipacoque,Caña Panelera,2018,5
15248,El Espino,Caña Panelera,2018,2
15218,Covarachia,Tabaco Negro,2007,250
15097,Boavita,Tabaco Negro,2007,45
15673,San Mateo,Tabaco Negro,2007,40
15753,Soata,Tabaco Negro,2007,15
15248,El Espino,Tabaco Negro,2007,10
15774,Susacon,Tabaco Negro,2007,6
15810,Tipacoque,Tabaco Negro,2007,6
15218,Covarachia,Tabaco Negro,2008,270
15673,San Mateo,Tabaco Negro,2008,80
15810,Tipacoque,Tabaco Negro,2008,79
15097,Boavita,Tabaco Negro,2008,60
15753,Soata,Tabaco Negro,2008,60
15180,Chiscas,Tabaco Negro,2008,5
15218,Covarachia,Tabaco Negro,2009,285
15097,Boavita,Tabaco Negro,2009,50
15673,San Mateo,Tabaco Negro,2009,50
15753,Soata,Tabaco Negro,2009,28
15180,Chiscas,Tabaco Negro,2009,5
15218,Covarachia,Tabaco Negro,2010,300
15673,San Mateo,Tabaco Negro,2010,70
15097,Boavita,Tabaco Negro,2010,60
15753,Soata,Tabaco Negro,2010,50
15180,Chiscas,Tabaco Negro,2010,10
15218,Covarachia,Tabaco Negro,2011,282
15673,San Mateo,Tabaco Negro,2011,80
15097,Boavita,Tabaco Negro,2011,50
15753,Soata,Tabaco Negro,2011,47
15774,Susacon,Tabaco Negro,2011,36
15180,Chiscas,Tabaco Negro,2011,3
15218,Covarachia,Tabaco Negro,2012,260
15673,San Mateo,Tabaco Negro,2012,70
15097,Boavita,Tabaco Negro,2012,50
15774,Susacon,Tabaco Negro,2012,36
15232,Chiquiza,Tabaco Negro,2012,3
15218,Covarachia,Tabaco Negro,2013,300
15097,Boavita,Tabaco Negro,2013,60
15673,San Mateo,Tabaco Negro,2013,50
15774,Susacon,Tabaco Negro,2013,30
15180,Chiscas,Tabaco Negro,2013,25
15218,Covarachia,Tabaco Negro,2014,220
15097,Boavita,Tabaco Negro,2014,60
15673,San Mateo,Tabaco Negro,2014,30
15180,Chiscas,Tabaco Negro,2014,20
15218,Covarachia,Tabaco Negro,2015,220
15673,San Mateo,Tabaco Negro,2015,30
15180,Chiscas,Tabaco Negro,2015,20
15218,Covarachia,Tabaco Negro,2016,130
15774,Susacon,Tabaco Negro,2016,20
15097,Boavita,Tabaco Negro,2016,10
15673,San Mateo,Tabaco Negro,2016,10
15218,Covarachia,Tabaco Negro,2017,160
15097,Boavita,Tabaco Negro,2017,8
15673,San Mateo,Tabaco Negro,2017,7
15218,Covarachia,Tabaco Negro,2018,181
15097,Boavita,Tabaco Negro,2018,9
15673,San Mateo,Tabaco Negro,2018,8
