geo,Municipio,Año,Posición
15774,SUSACON,2020,266
15776,SUTAMARCHAN,2020,544
15778,SUTATENZA,2020,791
15790,TASCO,2020,838
15798,TENZA,2020,448
15804,TIBANA,2020,13
15806,TIBASOSA,2020,996
15808,TINJACA,2020,976
15810,TIPACOQUE,2020,408
15814,TOCA,2020,845
15816,TOGUI,2020,689
15820,TOPAGA,2020,587
15822,TOTA,2020,193
15001,TUNJA,2020,101
15832,TUNUNGUA,2020,687
15835,TURMEQUE,2020,53
15837,TUTA,2020,1099
15839,TUTASA,2020,323
15842,UMBITA,2020,152
15861,VENTAQUEMADA,2020,38
15407,VILLA DE LEYVA,2020,421
15879,VIRACACHA,2020,905
15897,ZETAQUIRA,2020,59
