geo,Municipio,Grupo cultivo,Desagregación cultivo,Año,Área cosechada
15790,Tasco,Cereales,Trigo,2021,9.700000
15790,Tasco,Cereales,Trigo,2021,9.500000
15798,Tenza,Cereales,Maíz Amarillo Tradicional,2021,94.000000
15798,Tenza,Cereales,Maíz Amarillo Tradicional,2021,94.000000
15804,Tibaná,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15804,Tibaná,Cereales,Maíz Amarillo Tradicional,2021,100.000000
15806,Tibasosa,Cereales,Maíz Amarillo Tradicional,2021,30.000000
15806,Tibasosa,Cereales,Quinua,2021,1.000000
15806,Tibasosa,Cereales,Quinua,2021,1.000000
15806,Tibasosa,Cereales,Trigo,2021,2.000000
15808,Tinjacá,Cereales,Maíz Amarillo Tradicional,2021,11.000000
15808,Tinjacá,Cereales,Maíz Amarillo Tradicional,2021,13.000000
15810,Tipacoque,Cereales,Maíz Amarillo Tecnificado,2021,12.000000
15810,Tipacoque,Cereales,Maíz Amarillo Tradicional,2021,30.000000
15810,Tipacoque,Cereales,Maíz Amarillo Tradicional,2021,20.000000
15810,Tipacoque,Cereales,Maíz Blanco Tecnificado,2021,8.000000
15814,Toca,Cereales,Cebada,2021,418.000000
15814,Toca,Cereales,Cebada,2021,50.000000
15814,Toca,Cereales,Maíz Amarillo Tradicional,2021,72.000000
15814,Toca,Cereales,Maíz Amarillo Tradicional,2021,45.000000
15814,Toca,Cereales,Quinua,2021,12.000000
15814,Toca,Cereales,Trigo,2021,113.000000
15814,Toca,Cereales,Trigo,2021,92.000000
15816,Togüí,Cereales,Maíz Amarillo Tradicional,2021,102.000000
15816,Togüí,Cereales,Maíz Amarillo Tradicional,2021,55.000000
15820,Tópaga,Cereales,Cebada,2021,6.000000
15820,Tópaga,Cereales,Maíz Amarillo Tradicional,2021,28.000000
15820,Tópaga,Cereales,Maíz Amarillo Tradicional,2021,26.000000
15820,Tópaga,Cereales,Trigo,2021,4.000000
15820,Tópaga,Cereales,Trigo,2021,6.000000
15832,Tununguá,Cereales,Maíz Amarillo Tradicional,2021,35.000000
15832,Tununguá,Cereales,Maíz Amarillo Tradicional,2021,30.000000
15835,Turmequé,Cereales,Maíz Amarillo Tradicional,2021,60.000000
15835,Turmequé,Cereales,Maíz Amarillo Tradicional,2021,7.000000
15837,Tuta,Cereales,Avena,2021,80.000000
15837,Tuta,Cereales,Avena,2021,20.000000
15837,Tuta,Cereales,Cebada,2021,25.000000
15837,Tuta,Cereales,Cebada,2021,15.000000
15837,Tuta,Cereales,Maíz Amarillo Tradicional,2021,28.000000
15837,Tuta,Cereales,Quinua,2021,13.000000
15837,Tuta,Cereales,Quinua,2021,9.000000
15837,Tuta,Cereales,Trigo,2021,40.000000
15839,Tutazá,Cereales,Cebada,2021,2.500000
15839,Tutazá,Cereales,Cebada,2021,3.400000
15839,Tutazá,Cereales,Maíz Amarillo Tradicional,2021,6.800000
15839,Tutazá,Cereales,Maíz Amarillo Tradicional,2021,2.400000
15839,Tutazá,Cereales,Trigo,2021,4.500000
15839,Tutazá,Cereales,Trigo,2021,0.600000
15842,Úmbita,Cereales,Maíz Amarillo Tradicional,2021,45.000000
15842,Úmbita,Cereales,Quinua,2021,0.100000
15861,Ventaquemada,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15861,Ventaquemada,Cereales,Maíz Amarillo Tradicional,2021,10.000000
15879,Viracachá,Cereales,Maíz Amarillo Tradicional,2021,26.500000
15879,Viracachá,Cereales,Maíz Amarillo Tradicional,2021,15.800000
