geo,Municipio,Desagregación cultivo,Año,Rendimiento
15693,Santa Rosa de Viterbo,Repollo,2021,17
15693,Santa Rosa de Viterbo,Cebolla De Bulbo,2021,18
15693,Santa Rosa de Viterbo,Cebolla De Bulbo,2021,18
15693,Santa Rosa de Viterbo,Remolacha,2021,15
15693,Santa Rosa de Viterbo,Remolacha,2021,15
15693,Santa Rosa de Viterbo,Zanahoria,2021,13
15693,Santa Rosa de Viterbo,Zanahoria,2021,13
15696,Santa Sofía,Tomate Invernadero,2021,90
15696,Santa Sofía,Tomate Invernadero,2021,85
15720,Sativanorte,Otras hortalizas,2021,3
15720,Sativanorte,Otras hortalizas,2021,4
15720,Sativanorte,Ahuyama,2021,1
15720,Sativanorte,Ahuyama,2021,2
15720,Sativanorte,Tomate,2021,30
15720,Sativanorte,Tomate,2021,40
15740,Siachoque,Otras hortalizas,2021,20
15740,Siachoque,Otras hortalizas,2021,20
15740,Siachoque,Cebolla De Bulbo,2021,30
15740,Siachoque,Cebolla De Bulbo,2021,30
15740,Siachoque,Zanahoria,2021,28
15740,Siachoque,Zanahoria,2021,28
15753,Soatá,Tomate,2021,15
15753,Soatá,Tomate,2021,16
15753,Soatá,Cebolla De Bulbo,2021,14
15753,Soatá,Cebolla De Bulbo,2021,10
15755,Socotá,Cebolla De Bulbo,2021,20
15755,Socotá,Cebolla De Bulbo,2021,22
15757,Socha,Tomate,2021,6
15757,Socha,Tomate,2021,12
15757,Socha,Cebolla De Bulbo,2021,10
15757,Socha,Cebolla De Bulbo,2021,9
15759,Sogamoso,Otras hortalizas,2021,5
15759,Sogamoso,Otras hortalizas,2021,5
15759,Sogamoso,Tomate Invernadero,2021,50
15759,Sogamoso,Lechuga,2021,15
15759,Sogamoso,Lechuga,2021,15
15759,Sogamoso,Cebolla De Bulbo,2021,20
15759,Sogamoso,Cebolla De Bulbo,2021,24
15759,Sogamoso,Cebolla De Rama,2021,26
15759,Sogamoso,Cebolla De Rama,2021,24
15761,Somondoco,Tomate,2021,27
15761,Somondoco,Tomate,2021,25
15762,Sora,Lechuga,2021,20
15762,Sora,Lechuga,2021,20
15762,Sora,Cebolla De Bulbo,2021,31
15762,Sora,Cebolla De Bulbo,2021,28
15762,Sora,Remolacha,2021,30
15762,Sora,Remolacha,2021,30
15764,Soracá,Lechuga,2021,10
15764,Soracá,Lechuga,2021,1
15764,Soracá,Cebolla De Bulbo,2021,19
15764,Soracá,Cebolla De Bulbo,2021,19
15764,Soracá,Zanahoria,2021,30
15764,Soracá,Zanahoria,2021,30
15776,Sutamarchán,Pimentón,2021,25
15776,Sutamarchán,Pimentón,2021,25
15776,Sutamarchán,Tomate Invernadero,2021,135
15776,Sutamarchán,Tomate Invernadero,2021,135
15776,Sutamarchán,Cebolla De Bulbo,2021,40
15776,Sutamarchán,Cebolla De Bulbo,2021,40
15778,Sutatenza,Ahuyama,2021,11
15778,Sutatenza,Ahuyama,2021,1
15778,Sutatenza,Pepino Cohombro,2021,12
15778,Sutatenza,Pepino Cohombro,2021,6
15778,Sutatenza,Pepino Guiso,2021,17
15778,Sutatenza,Pimentón,2021,3
15778,Sutatenza,Pimentón,2021,2
15778,Sutatenza,Tomate Invernadero,2021,20
15778,Sutatenza,Tomate Invernadero,2021,36
15798,Tenza,Ahuyama,2021,2
15798,Tenza,Ahuyama,2021,10
15798,Tenza,Pepino Cohombro,2021,18
15798,Tenza,Pepino Cohombro,2021,14
15798,Tenza,Pepino Guiso,2021,14
15798,Tenza,Pepino Guiso,2021,16
15798,Tenza,Pimentón,2021,12
15798,Tenza,Pimentón,2021,16
15798,Tenza,Tomate,2021,9
15798,Tenza,Tomate,2021,20
15798,Tenza,Tomate Invernadero,2021,22
15798,Tenza,Tomate Invernadero,2021,30
15804,Tibaná,Ahuyama,2021,4
15804,Tibaná,Ahuyama,2021,4
15804,Tibaná,Pepino Guiso,2021,15
15806,Tibasosa,Otras hortalizas,2021,6
15806,Tibasosa,Otras hortalizas,2021,6
15806,Tibasosa,Tomate Invernadero,2021,40
15806,Tibasosa,Tomate Invernadero,2021,40
15806,Tibasosa,Cebolla De Bulbo,2021,30
15806,Tibasosa,Cebolla De Bulbo,2021,30
15808,Tinjacá,Pimentón,2021,13
15808,Tinjacá,Pimentón,2021,12
15808,Tinjacá,Tomate Invernadero,2021,50
15808,Tinjacá,Tomate Invernadero,2021,45
15808,Tinjacá,Cebolla De Bulbo,2021,20
15808,Tinjacá,Cebolla De Bulbo,2021,20
15810,Tipacoque,Melón,2021,12
15810,Tipacoque,Melón,2021,20
15810,Tipacoque,Pimentón,2021,10
15810,Tipacoque,Pimentón,2021,9
15810,Tipacoque,Tomate,2021,4
15810,Tipacoque,Tomate,2021,11
15810,Tipacoque,Tomate Invernadero,2021,20
15810,Tipacoque,Tomate Invernadero,2021,20
15814,Toca,Otras hortalizas,2021,6
15814,Toca,Lechuga,2021,33
15814,Toca,Cebolla De Bulbo,2021,36
15814,Toca,Cebolla De Bulbo,2021,21
15820,Tópaga,Tomate Invernadero,2021,36
15820,Tópaga,Tomate Invernadero,2021,40
15820,Tópaga,Cebolla De Bulbo,2021,21
15820,Tópaga,Cebolla De Bulbo,2021,22
15822,Tota,Cebolla De Bulbo,2021,28
15822,Tota,Cebolla De Bulbo,2021,9
15822,Tota,Zanahoria,2021,25
15822,Tota,Zanahoria,2021,25
15822,Tota,Cebolla De Rama,2021,15
15822,Tota,Cebolla De Rama,2021,30
15835,Turmequé,Tomate Invernadero,2021,87
15835,Turmequé,Tomate Invernadero,2021,70
15835,Turmequé,Cebolla De Bulbo,2021,39
15835,Turmequé,Cebolla De Bulbo,2021,23
15835,Turmequé,Zanahoria,2021,15
15835,Turmequé,Zanahoria,2021,21
15837,Tuta,Otras hortalizas,2021,11
15837,Tuta,Cilantro,2021,15
15837,Tuta,Cebolla De Bulbo,2021,22
15837,Tuta,Cebolla De Bulbo,2021,20
15837,Tuta,Zanahoria,2021,17
15839,Tutazá,Otras hortalizas,2021,1
15839,Tutazá,Otras hortalizas,2021,1
15839,Tutazá,Zanahoria,2021,27
15839,Tutazá,Zanahoria,2021,27
15839,Tutazá,Cebolla De Rama,2021,29
15839,Tutazá,Cebolla De Rama,2021,24
15861,Ventaquemada,Otras hortalizas,2021,5
15861,Ventaquemada,Otras hortalizas,2021,4
15861,Ventaquemada,Cebolla De Bulbo,2021,18
15861,Ventaquemada,Cebolla De Bulbo,2021,17
15861,Ventaquemada,Zanahoria,2021,22
15861,Ventaquemada,Zanahoria,2021,21
15879,Viracachá,Ahuyama,2021,8
15879,Viracachá,Cilantro,2021,5
15879,Viracachá,Cilantro,2021,6
15879,Viracachá,Zanahoria,2021,10
15879,Viracachá,Zanahoria,2021,11
15897,Zetaquirá,Tomate Invernadero,2021,48
15897,Zetaquirá,Tomate Invernadero,2021,144
