geo,Municipio,Porcentaje,Año
15533,Paya,0.74,2024
15533,Paya,5.34,2025
15537,Paz De Río,0.33,2020
15537,Paz De Río,0.33,2021
15537,Paz De Río,0.33,2022
15537,Paz De Río,0.33,2023
15537,Paz De Río,0.33,2024
15537,Paz De Río,0,2025
15542,Pesca,0,2020
15542,Pesca,0,2021
15542,Pesca,0,2022
15542,Pesca,2.21,2023
15542,Pesca,65.33,2024
15542,Pesca,65.48,2025
15550,Pisba,0,2020
15550,Pisba,0,2021
15550,Pisba,0,2022
15550,Pisba,0,2023
15572,Puerto Boyacá,0,2020
15572,Puerto Boyacá,1.16,2021
15572,Puerto Boyacá,1.98,2022
15572,Puerto Boyacá,0.88,2023
15572,Puerto Boyacá,0.87,2024
15572,Puerto Boyacá,0.87,2025
15580,Quípama,3.28,2020
15580,Quípama,2.88,2021
15580,Quípama,2.96,2022
15580,Quípama,28.14,2023
15580,Quípama,28.14,2024
15580,Quípama,39.64,2025
15599,Ramiriquí,0.36,2020
15599,Ramiriquí,0.36,2021
15599,Ramiriquí,0.36,2022
15599,Ramiriquí,0.36,2023
15599,Ramiriquí,13.76,2024
15599,Ramiriquí,3.72,2025
15600,Ráquira,2.81,2020
15600,Ráquira,2.81,2021
15600,Ráquira,2.81,2022
15600,Ráquira,4.42,2023
15600,Ráquira,4.42,2024
15600,Ráquira,4.42,2025
15621,Rondón,0.1,2020
15621,Rondón,0,2021
15621,Rondón,0,2022
15621,Rondón,0,2023
15621,Rondón,0,2024
15621,Rondón,0,2025
15632,Saboyá,0.41,2020
15632,Saboyá,0.51,2021
15632,Saboyá,0,2022
15632,Saboyá,100,2023
15632,Saboyá,100,2024
15632,Saboyá,100,2025
15638,Sáchica,5.43,2020
15638,Sáchica,5.43,2021
15638,Sáchica,5.92,2022
15638,Sáchica,7.4,2023
15638,Sáchica,4.49,2024
15638,Sáchica,4.49,2025
15646,Samacá,0.79,2020
15646,Samacá,0,2021
15646,Samacá,0,2022
15646,Samacá,0.77,2023
15646,Samacá,0,2024
15646,Samacá,0,2025
15660,San Eduardo,0,2020
15660,San Eduardo,0,2021
15660,San Eduardo,0,2022
15660,San Eduardo,100,2025
15664,San José De Pare,7.02,2020
15664,San José De Pare,3.92,2021
15664,San José De Pare,2.86,2022
15664,San José De Pare,2.86,2023
15664,San José De Pare,5.19,2024
15667,San Luis De Gaceno,0,2020
15667,San Luis De Gaceno,0,2021
15667,San Luis De Gaceno,0,2022
15667,San Luis De Gaceno,0,2023
15667,San Luis De Gaceno,0,2024
15667,San Luis De Gaceno,0,2025
15673,San Mateo,0,2022
15673,San Mateo,0,2023
15673,San Mateo,0,2024
15673,San Mateo,0,2025
15676,San Miguel De Sema,100,2020
15676,San Miguel De Sema,100,2021
15676,San Miguel De Sema,99.76,2022
15676,San Miguel De Sema,99.79,2023
15676,San Miguel De Sema,99.76,2024
15676,San Miguel De Sema,99.76,2025
15681,San Pablo De Borbur,0,2020
15681,San Pablo De Borbur,0,2021
15681,San Pablo De Borbur,0.56,2022
15681,San Pablo De Borbur,0.29,2023
15681,San Pablo De Borbur,0.25,2024
15681,San Pablo De Borbur,0.25,2025
15686,Santana,5.5,2020
15686,Santana,4.71,2021
15686,Santana,0,2022
15686,Santana,0,2024
15686,Santana,0,2025
15690,Santa María,0,2020
15690,Santa María,0,2021
15690,Santa María,0,2022
15690,Santa María,0,2023
15690,Santa María,93.17,2024
15690,Santa María,100,2025
15693,Santa Rosa De Viterbo,0,2020
15693,Santa Rosa De Viterbo,0,2021
15693,Santa Rosa De Viterbo,8.52,2022
15693,Santa Rosa De Viterbo,8.52,2023
15693,Santa Rosa De Viterbo,8.52,2024
15693,Santa Rosa De Viterbo,8.52,2025
15696,Santa Sofía,8.48,2020
15696,Santa Sofía,8.48,2021
15696,Santa Sofía,3.99,2022
15696,Santa Sofía,3.99,2023
15696,Santa Sofía,3.99,2024
15696,Santa Sofía,3.96,2025
15720,Sativanorte,0,2020
15720,Sativanorte,0,2021
15720,Sativanorte,0,2022
15720,Sativanorte,100,2025
15723,Sativasur,0,2020
15723,Sativasur,0,2021
15723,Sativasur,0,2022
15723,Sativasur,0,2023
15723,Sativasur,0,2024
15723,Sativasur,0,2025
15740,Siachoque,2.5,2020
15740,Siachoque,2.5,2021
15740,Siachoque,2.89,2022
15740,Siachoque,4.17,2023
15740,Siachoque,4.17,2024
15740,Siachoque,4.17,2025
15753,Soatá,0,2021
15753,Soatá,0,2022
15753,Soatá,0,2023
15753,Soatá,72.55,2024
15753,Soatá,72.89,2025
15755,Socotá,6.17,2020
15755,Socotá,6.17,2021
15755,Socotá,6.13,2022
15755,Socotá,5.31,2023
15755,Socotá,43.53,2024
15755,Socotá,0.25,2025
15757,Socha,7.8,2020
15757,Socha,8.43,2021
15757,Socha,0,2022
15757,Socha,0.48,2023
15757,Socha,0.48,2024
15757,Socha,1.74,2025
15759,Sogamoso,27.78,2020
15759,Sogamoso,33.64,2021
15759,Sogamoso,23.13,2022
15759,Sogamoso,10.49,2023
15759,Sogamoso,46.01,2024
15759,Sogamoso,22.17,2025
15761,Somondoco,0,2020
15761,Somondoco,0,2021
15761,Somondoco,11.06,2022
15761,Somondoco,11.06,2023
15761,Somondoco,11.01,2024
15761,Somondoco,11.01,2025
15762,Sora,0.44,2020
15762,Sora,0.44,2021
15762,Sora,0.45,2022
15762,Sora,1.98,2023
15762,Sora,0.64,2024
15762,Sora,0.64,2025
15763,Sotaquirá,49.11,2020
15763,Sotaquirá,17.52,2021
15763,Sotaquirá,17.52,2022
15763,Sotaquirá,17.52,2023
15763,Sotaquirá,46.79,2024
15763,Sotaquirá,45.88,2025
15764,Soracá,0.05,2020
15764,Soracá,0.05,2021
15764,Soracá,0.05,2022
15764,Soracá,0.07,2023
15764,Soracá,1.54,2024
15764,Soracá,0,2025
15774,Susacón,0,2020
15774,Susacón,0,2021
15774,Susacón,15.68,2022
15774,Susacón,72.28,2023
15774,Susacón,72.28,2024
15774,Susacón,72.28,2025
15776,Sutamarchàn,0,2020
15776,Sutamarchàn,0,2021
15776,Sutamarchàn,0,2022
15776,Sutamarchàn,0,2023
15776,Sutamarchàn,0,2024
15776,Sutamarchàn,0,2025
15778,Sutatenza,1.87,2021
15778,Sutatenza,1.87,2022
15778,Sutatenza,3.69,2023
15778,Sutatenza,1.87,2024
15778,Sutatenza,1.87,2025
15790,Tasco,0,2020
15790,Tasco,0,2021
15790,Tasco,0,2022
15790,Tasco,0,2023
15790,Tasco,0,2024
15798,Tenza,0.29,2020
15798,Tenza,0.29,2021
15798,Tenza,0.51,2022
15798,Tenza,0.29,2023
15798,Tenza,0.15,2024
15798,Tenza,0.16,2025
15804,Tibana,0.04,2020
15804,Tibana,0.04,2021
15804,Tibana,0.04,2022
15804,Tibana,0,2023
15804,Tibana,0,2024
15804,Tibana,0,2025
15806,Tibasosa,0,2020
15806,Tibasosa,0,2021
15806,Tibasosa,0,2022
15806,Tibasosa,0,2023
15806,Tibasosa,0,2024
15806,Tibasosa,0,2025
15808,Tinjacá,57.92,2020
15808,Tinjacá,0.78,2021
15808,Tinjacá,0.78,2022
15808,Tinjacá,0.78,2024
15808,Tinjacá,0.78,2025
15810,Tipacoque,0.62,2020
15810,Tipacoque,0.62,2021
15810,Tipacoque,0.59,2022
15810,Tipacoque,16.43,2023
15810,Tipacoque,16.41,2024
15810,Tipacoque,17.66,2025
15814,Toca,4.31,2020
15814,Toca,4.23,2021
15814,Toca,4.27,2022
15814,Toca,4.24,2023
15814,Toca,4.27,2024
15814,Toca,4.3,2025
15816,Togüí,1.29,2020
15816,Togüí,1.24,2021
15816,Togüí,1.13,2022
15816,Togüí,1.13,2023
15816,Togüí,1.13,2024
15816,Togüí,1.13,2025
15820,Tópaga,9.17,2020
15820,Tópaga,7.92,2021
15820,Tópaga,7.92,2022
15820,Tópaga,36.53,2023
15820,Tópaga,59.03,2024
15820,Tópaga,59.33,2025
15822,Tota,0,2020
15822,Tota,100,2021
15822,Tota,100,2022
15822,Tota,0,2023
15822,Tota,100,2024
15822,Tota,0,2025
15832,Tununguá,0,2020
15832,Tununguá,0,2021
15832,Tununguá,0,2022
15832,Tununguá,0,2023
15832,Tununguá,0,2024
15832,Tununguá,0,2025
15835,Turmequé,100,2020
15835,Turmequé,0.04,2021
15835,Turmequé,0.04,2022
15835,Turmequé,0.04,2023
15835,Turmequé,0.05,2024
15835,Turmequé,0.04,2025
15837,Tuta,1.54,2020
15837,Tuta,1.54,2021
15837,Tuta,1.54,2022
15837,Tuta,0,2023
15837,Tuta,0,2024
15837,Tuta,0,2025
15839,Tutazá,0,2020
15839,Tutazá,0,2021
15839,Tutazá,5.29,2022
15839,Tutazá,61.29,2023
15839,Tutazá,29.84,2024
15839,Tutazá,29.84,2025
15842,Umbita,0,2020
15842,Umbita,0,2021
15842,Umbita,0,2022
15842,Umbita,0,2023
15842,Umbita,0,2024
15842,Umbita,0,2025
15861,Ventaquemada,1.45,2020
15861,Ventaquemada,4.37,2021
15861,Ventaquemada,4.37,2022
15861,Ventaquemada,0.03,2023
15861,Ventaquemada,0.03,2024
15861,Ventaquemada,0.03,2025
15879,Viracachá,0,2020
15879,Viracachá,0,2021
15879,Viracachá,0,2022
15879,Viracachá,0,2023
15879,Viracachá,0,2024
15879,Viracachá,0,2025
15897,Zetaquirá,11.21,2020
15897,Zetaquirá,4.91,2021
15897,Zetaquirá,0,2022
15897,Zetaquirá,0,2023
15897,Zetaquirá,0,2024
15897,Zetaquirá,0,2025
