geo,Municipio,Cultivo,Año,Producción(tn)
15533,Paya,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,2
15533,Paya,Yuca consumo en fresco,2020,81
15533,Paya,Yuca consumo en fresco,2020,12
15537,Paz de Río,Papa todas las variedades,2020,360
15537,Paz de Río,Papa todas las variedades,2020,132
15542,Pesca,Papa todas las variedades,2020,2460
15542,Pesca,Papa todas las variedades,2020,6000
15550,Pisba,Yuca consumo en fresco,2020,100
15550,Pisba,Yuca consumo en fresco,2020,60
15572,Puerto Boyacá,Yuca consumo en fresco,2020,95
15572,Puerto Boyacá,Yuca consumo en fresco,2020,99
15580,Quípama,Yuca consumo en fresco,2020,2400
15580,Quípama,Yuca consumo en fresco,2020,800
15599,Ramiriquí,Arracacha,2020,1152
15599,Ramiriquí,Papa Criolla,2020,144
15599,Ramiriquí,Papa Criolla,2020,132
15599,Ramiriquí,Papa todas las variedades,2020,2520
15599,Ramiriquí,Papa todas las variedades,2020,1615
15600,Ráquira,Papa todas las variedades,2020,3514
15600,Ráquira,Papa todas las variedades,2020,3400
15621,Rondón,Arracacha,2020,6
15621,Rondón,Papa todas las variedades,2020,150
15621,Rondón,Papa todas las variedades,2020,105
15621,Rondón,Yuca consumo en fresco,2020,36
15621,Rondón,Yuca consumo en fresco,2020,19
15632,Saboyá,Papa Criolla,2020,7200
15632,Saboyá,Papa Criolla,2020,13500
15632,Saboyá,Papa todas las variedades,2020,42000
15632,Saboyá,Papa todas las variedades,2020,50000
15646,Samacá,Papa todas las variedades,2020,13500
15646,Samacá,Papa todas las variedades,2020,22950
15660,San Eduardo,Arracacha,2020,9
15660,San Eduardo,Arracacha,2020,9
15660,San Eduardo,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,8
15660,San Eduardo,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,8
15660,San Eduardo,Yuca consumo en fresco,2020,24
15660,San Eduardo,Yuca consumo en fresco,2020,24
15664,San José de Pare,Yuca consumo en fresco,2020,100
15664,San José de Pare,Yuca consumo en fresco,2020,100
15667,San Luis de Gaceno,Yuca consumo en fresco,2020,693
15667,San Luis de Gaceno,Yuca consumo en fresco,2020,1260
15673,San Mateo,Yuca consumo en fresco,2020,30
15676,San Miguel de Sema,Papa Criolla,2020,75
15676,San Miguel de Sema,Papa Criolla,2020,75
15676,San Miguel de Sema,Papa todas las variedades,2020,300
15676,San Miguel de Sema,Papa todas las variedades,2020,300
15681,San Pablo de Borbur,Yuca consumo en fresco,2020,487
15686,Santana,Yuca consumo en fresco,2020,900
15686,Santana,Yuca consumo en fresco,2020,900
15690,Santa María,Arracacha,2020,4
15690,Santa María,Arracacha,2020,9
15690,Santa María,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,5
15690,Santa María,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2020,5
15690,Santa María,Yuca consumo en fresco,2020,358
15690,Santa María,Yuca consumo en fresco,2020,79
15693,Santa Rosa de Viterbo,Nabo,2020,5
15693,Santa Rosa de Viterbo,Nabo,2020,4
15693,Santa Rosa de Viterbo,Papa Criolla,2020,434
15693,Santa Rosa de Viterbo,Papa Criolla,2020,280
15693,Santa Rosa de Viterbo,Papa todas las variedades,2020,420
15693,Santa Rosa de Viterbo,Papa todas las variedades,2020,600
15696,Santa Sofía,Papa todas las variedades,2020,600
15696,Santa Sofía,Yuca consumo en fresco,2020,78
15720,Sativanorte,Papa todas las variedades,2020,1800
15720,Sativanorte,Yuca consumo en fresco,2020,16
15720,Sativanorte,Yuca consumo en fresco,2020,40
15723,Sativasur,Papa todas las variedades,2020,80
15723,Sativasur,Papa todas las variedades,2020,40
15740,Siachoque,Arracacha,2020,50
15740,Siachoque,Arracacha,2020,60
15740,Siachoque,Papa Criolla,2020,540
15740,Siachoque,Papa Criolla,2020,540
15740,Siachoque,Papa todas las variedades,2020,78200
15740,Siachoque,Papa todas las variedades,2020,78200
15753,Soatá,Papa todas las variedades,2020,150
15753,Soatá,Yuca consumo en fresco,2020,140
15753,Soatá,Yuca consumo en fresco,2020,140
15755,Socotá,Papa Criolla,2020,84
15755,Socotá,Papa Criolla,2020,60
15755,Socotá,Papa todas las variedades,2020,5600
15755,Socotá,Papa todas las variedades,2020,4000
15757,Socha,Papa todas las variedades,2020,380
15757,Socha,Papa todas las variedades,2020,400
15759,Sogamoso,Papa Criolla,2020,40
15759,Sogamoso,Papa Criolla,2020,20
15759,Sogamoso,Papa todas las variedades,2020,3960
15759,Sogamoso,Papa todas las variedades,2020,3600
15761,Somondoco,Arracacha,2020,71
15761,Somondoco,Arracacha,2020,52
15761,Somondoco,Papa todas las variedades,2020,96
15761,Somondoco,Papa todas las variedades,2020,36
15761,Somondoco,Yuca consumo en fresco,2020,72
15761,Somondoco,Yuca consumo en fresco,2020,30
15762,Sora,Papa todas las variedades,2020,3680
15762,Sora,Papa todas las variedades,2020,532
15763,Sotaquirá,Papa todas las variedades,2020,9400
15764,Soracá,Arracacha,2020,272
15764,Soracá,Arracacha,2020,153
15764,Soracá,Papa Criolla,2020,8250
15764,Soracá,Papa Criolla,2020,8970
15764,Soracá,Papa todas las variedades,2020,24600
15764,Soracá,Papa todas las variedades,2020,19200
15774,Susacón,Arracacha,2020,3
15774,Susacón,Arracacha,2020,3
15774,Susacón,Papa todas las variedades,2020,3778
15774,Susacón,Papa todas las variedades,2020,616
15774,Susacón,Yuca consumo en fresco,2020,9
15774,Susacón,Yuca consumo en fresco,2020,9
15776,Sutamarchán,Papa todas las variedades,2020,221
15776,Sutamarchán,Papa todas las variedades,2020,238
15778,Sutatenza,Arracacha,2020,10
15790,Tasco,Papa Criolla,2020,35
15790,Tasco,Papa Criolla,2020,21
15790,Tasco,Papa todas las variedades,2020,261
15790,Tasco,Papa todas las variedades,2020,212
15798,Tenza,Arracacha,2020,200
15804,Tibaná,Arracacha,2020,600
15804,Tibaná,Arracacha,2020,300
15804,Tibaná,Papa todas las variedades,2020,2800
15804,Tibaná,Papa todas las variedades,2020,800
15806,Tibasosa,Papa todas las variedades,2020,1800
15806,Tibasosa,Papa todas las variedades,2020,1200
15808,Tinjacá,Arracacha,2020,9
15808,Tinjacá,Arracacha,2020,7
15808,Tinjacá,Papa Criolla,2020,36
15808,Tinjacá,Papa Criolla,2020,30
15808,Tinjacá,Papa todas las variedades,2020,380
15808,Tinjacá,Papa todas las variedades,2020,81
15810,Tipacoque,Papa Criolla,2020,5
15810,Tipacoque,Papa todas las variedades,2020,21
15810,Tipacoque,Yuca consumo en fresco,2020,30
15810,Tipacoque,Yuca consumo en fresco,2020,10
15814,Toca,Papa todas las variedades,2020,27720
15814,Toca,Papa todas las variedades,2020,20700
15816,Togüí,Papa Criolla,2020,50
15816,Togüí,Papa todas las variedades,2020,42
15816,Togüí,Yuca consumo en fresco,2020,1000
15816,Togüí,Yuca consumo en fresco,2020,800
15820,Tópaga,Papa todas las variedades,2020,1244
15820,Tópaga,Papa todas las variedades,2020,465
15822,Tota,Papa todas las variedades,2020,6000
15822,Tota,Papa todas las variedades,2020,7600
15832,Tununguá,Yuca consumo en fresco,2020,270
15832,Tununguá,Yuca consumo en fresco,2020,192
15835,Turmequé,Arracacha,2020,210
15835,Turmequé,Arracacha,2020,135
15835,Turmequé,Papa todas las variedades,2020,7600
15835,Turmequé,Papa todas las variedades,2020,5040
15837,Tuta,Papa todas las variedades,2020,1800
15837,Tuta,Papa todas las variedades,2020,900
15839,Tutazá,Papa Criolla,2020,594
15839,Tutazá,Papa Criolla,2020,594
15839,Tutazá,Papa todas las variedades,2020,16800
15839,Tutazá,Papa todas las variedades,2020,15616
15842,Úmbita,Arracacha,2020,60
15842,Úmbita,Papa Criolla,2020,40
15842,Úmbita,Papa Criolla,2020,40
15842,Úmbita,Papa todas las variedades,2020,10542
15842,Úmbita,Papa todas las variedades,2020,15180
15861,Ventaquemada,Arracacha,2020,200
15861,Ventaquemada,Arracacha,2020,100
15861,Ventaquemada,Papa Criolla,2020,1620
15861,Ventaquemada,Papa Criolla,2020,144
15861,Ventaquemada,Papa todas las variedades,2020,42000
15861,Ventaquemada,Papa todas las variedades,2020,60000
15879,Viracachá,Arracacha,2020,120
15879,Viracachá,Arracacha,2020,47
15879,Viracachá,Papa Criolla,2020,354
15879,Viracachá,Papa Criolla,2020,244
15879,Viracachá,Papa todas las variedades,2020,4147
15879,Viracachá,Papa todas las variedades,2020,5234
15001,Tunja,Arracacha,2021,4500
15001,Tunja,Papa Criolla,2021,2600
15001,Tunja,Papa Criolla,2021,2000
15001,Tunja,Papa todas las variedades,2021,30000
15001,Tunja,Papa todas las variedades,2021,30000
15022,Almeida,Arracacha,2021,3
15022,Almeida,Arracacha,2021,3
15022,Almeida,Papa Criolla,2021,10
15022,Almeida,Papa todas las variedades,2021,45
15022,Almeida,Yuca consumo en fresco,2021,24
15022,Almeida,Yuca consumo en fresco,2021,18
15047,Aquitania,Papa Criolla,2021,208
15047,Aquitania,Papa Criolla,2021,200
15047,Aquitania,Papa todas las variedades,2021,2640
15047,Aquitania,Papa todas las variedades,2021,1440
15051,Arcabuco,Papa todas las variedades,2021,25000
15051,Arcabuco,Papa todas las variedades,2021,26000
15087,Belén,Papa Criolla,2021,532
15087,Belén,Papa Criolla,2021,546
15087,Belén,Papa todas las variedades,2021,5670
15087,Belén,Papa todas las variedades,2021,5678
15090,Berbeo,Yuca consumo en fresco,2021,72
15090,Berbeo,Yuca consumo en fresco,2021,27
15092,Betéitiva,Papa Criolla,2021,75
15092,Betéitiva,Papa Criolla,2021,36
15092,Betéitiva,Papa todas las variedades,2021,738
15092,Betéitiva,Papa todas las variedades,2021,201
15097,Boavita,Yuca consumo en fresco,2021,175
15097,Boavita,Yuca consumo en fresco,2021,200
15104,Boyacá,Arracacha,2021,810
15104,Boyacá,Arracacha,2021,3400
15104,Boyacá,Papa todas las variedades,2021,3600
15104,Boyacá,Papa todas las variedades,2021,5600
15106,Briceño,Yuca consumo en fresco,2021,64
15106,Briceño,Yuca consumo en fresco,2021,100
15109,Buenavista,Papa todas las variedades,2021,440
15109,Buenavista,Papa todas las variedades,2021,693
15114,Busbanzá,Papa todas las variedades,2021,60
15131,Caldas,Papa Criolla,2021,1885
15131,Caldas,Papa Criolla,2021,1430
15131,Caldas,Papa todas las variedades,2021,1350
15131,Caldas,Papa todas las variedades,2021,2090
15135,Campohermoso,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,84
15135,Campohermoso,Yuca consumo en fresco,2021,88
15135,Campohermoso,Yuca consumo en fresco,2021,46
15162,Cerinza,Papa todas las variedades,2021,659
15162,Cerinza,Papa todas las variedades,2021,720
15172,Chinavita,Achira,2021,32
15172,Chinavita,Achira,2021,10
15172,Chinavita,Arracacha,2021,10
15172,Chinavita,Arracacha,2021,10
15172,Chinavita,Papa todas las variedades,2021,85
15172,Chinavita,Papa todas las variedades,2021,85
15172,Chinavita,Yuca consumo en fresco,2021,10
15172,Chinavita,Yuca consumo en fresco,2021,8
15176,Chiquinquirá,Papa Criolla,2021,150
15176,Chiquinquirá,Papa Criolla,2021,150
15176,Chiquinquirá,Papa todas las variedades,2021,2640
15176,Chiquinquirá,Papa todas las variedades,2021,3600
15180,Chiscas,Papa todas las variedades,2021,900
15180,Chiscas,Papa todas las variedades,2021,1440
15183,Chita,Papa todas las variedades,2021,864
15183,Chita,Papa todas las variedades,2021,324
15185,Chitaraque,Yuca consumo en fresco,2021,660
15185,Chitaraque,Yuca consumo en fresco,2021,100
15187,Chivatá,Papa todas las variedades,2021,2400
15187,Chivatá,Papa todas las variedades,2021,450
15189,Ciénega,Arracacha,2021,630
15189,Ciénega,Arracacha,2021,600
15189,Ciénega,Papa todas las variedades,2021,2800
15189,Ciénega,Papa todas las variedades,2021,3120
15204,Cómbita,Papa todas las variedades,2021,14400
15204,Cómbita,Papa todas las variedades,2021,10400
15212,Coper,Yuca consumo en fresco,2021,771
15212,Coper,Yuca consumo en fresco,2021,98
15215,Corrales,Papa todas las variedades,2021,220
15215,Corrales,Papa todas las variedades,2021,154
15218,Covarachía,Yuca consumo en fresco,2021,110
15218,Covarachía,Yuca consumo en fresco,2021,180
15223,Cubará,Yuca consumo en fresco,2021,160
15223,Cubará,Yuca consumo en fresco,2021,120
15224,Cucaita,Papa todas las variedades,2021,2900
15224,Cucaita,Papa todas las variedades,2021,1400
15226,Cuítiva,Papa Criolla,2021,20
15226,Cuítiva,Papa Criolla,2021,30
15226,Cuítiva,Papa todas las variedades,2021,420
15226,Cuítiva,Papa todas las variedades,2021,380
15232,Chíquiza,Papa Criolla,2021,240
15232,Chíquiza,Papa Criolla,2021,180
15232,Chíquiza,Papa todas las variedades,2021,13000
15232,Chíquiza,Papa todas las variedades,2021,13800
15236,Chivor,Arracacha,2021,2
15236,Chivor,Arracacha,2021,1
15236,Chivor,Papa todas las variedades,2021,37
15236,Chivor,Papa todas las variedades,2021,105
15236,Chivor,Yuca consumo en fresco,2021,10
15236,Chivor,Yuca consumo en fresco,2021,5
15238,Duitama,Papa Criolla,2021,48
15238,Duitama,Papa Criolla,2021,46
15238,Duitama,Papa todas las variedades,2021,300
15238,Duitama,Papa todas las variedades,2021,216
15244,El Cocuy,Papa todas las variedades,2021,1800
15244,El Cocuy,Papa todas las variedades,2021,1260
15248,El Espino,Papa todas las variedades,2021,324
15248,El Espino,Papa todas las variedades,2021,180
15272,Firavitoba,Papa todas las variedades,2021,1810
15272,Firavitoba,Papa todas las variedades,2021,1952
15276,Floresta,Papa todas las variedades,2021,400
15293,Gachantivá,Arracacha,2021,56
15293,Gachantivá,Papa todas las variedades,2021,1800
15293,Gachantivá,Papa todas las variedades,2021,1350
15293,Gachantivá,Yuca consumo en fresco,2021,540
15296,Gámeza,Papa todas las variedades,2021,5040
15296,Gámeza,Papa todas las variedades,2021,1860
15299,Garagoa,Arracacha,2021,65
15299,Garagoa,Papa todas las variedades,2021,24
15299,Garagoa,Papa todas las variedades,2021,21
15299,Garagoa,Yuca consumo en fresco,2021,56
15317,Guacamayas,Papa todas las variedades,2021,80
15317,Guacamayas,Papa todas las variedades,2021,330
15322,Guateque,Arracacha,2021,8
15322,Guateque,Arracacha,2021,8
15322,Guateque,Yuca consumo en fresco,2021,8
15322,Guateque,Yuca consumo en fresco,2021,8
15325,Guayatá,Achira,2021,34
15325,Guayatá,Achira,2021,2
15332,Güicán,Papa Criolla,2021,18
15332,Güicán,Papa Criolla,2021,36
15332,Güicán,Papa todas las variedades,2021,240
15332,Güicán,Papa todas las variedades,2021,208
15362,Iza,Papa todas las variedades,2021,410
15367,Jenesano,Arracacha,2021,120
15367,Jenesano,Arracacha,2021,80
15367,Jenesano,Papa todas las variedades,2021,7220
15367,Jenesano,Papa todas las variedades,2021,6650
15368,Jericó,Papa todas las variedades,2021,5184
15368,Jericó,Papa todas las variedades,2021,3474
15377,Labranzagrande,Arracacha,2021,91
15377,Labranzagrande,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,96
15377,Labranzagrande,Papa todas las variedades,2021,84
15377,Labranzagrande,Yuca consumo en fresco,2021,594
15380,La Capilla,Arracacha,2021,120
15401,La Victoria,Yuca consumo en fresco,2021,80
15401,La Victoria,Yuca consumo en fresco,2021,40
15403,La Uvita,Papa Criolla,2021,90
15403,La Uvita,Papa Criolla,2021,72
15403,La Uvita,Papa todas las variedades,2021,600
15403,La Uvita,Papa todas las variedades,2021,275
15403,La Uvita,Yuca consumo en fresco,2021,10
15407,Villa de Leiva,Papa todas las variedades,2021,2654
15407,Villa de Leiva,Papa todas las variedades,2021,2300
15425,Macanal,Arracacha,2021,30
15425,Macanal,Arracacha,2021,40
15425,Macanal,Papa todas las variedades,2021,220
15425,Macanal,Papa todas las variedades,2021,50
15425,Macanal,Yuca consumo en fresco,2021,170
15425,Macanal,Yuca consumo en fresco,2021,180
15442,Maripí,Papa todas las variedades,2021,165
15442,Maripí,Papa todas las variedades,2021,148
15442,Maripí,Yuca consumo en fresco,2021,1144
15455,Miraflores,Arracacha,2021,48
15455,Miraflores,Arracacha,2021,48
15455,Miraflores,Yuca consumo en fresco,2021,544
15455,Miraflores,Yuca consumo en fresco,2021,560
15464,Mongua,Papa todas las variedades,2021,2280
15464,Mongua,Papa todas las variedades,2021,480
15464,Mongua,Yuca consumo en fresco,2021,12
15466,Monguí,Nabo,2021,100
15466,Monguí,Nabo,2021,60
15466,Monguí,Papa Criolla,2021,150
15466,Monguí,Papa Criolla,2021,120
15466,Monguí,Papa todas las variedades,2021,1200
15466,Monguí,Papa todas las variedades,2021,1200
15469,Moniquirá,Yuca consumo en fresco,2021,1152
15469,Moniquirá,Yuca consumo en fresco,2021,810
15476,Motavita,Papa Criolla,2021,40
15476,Motavita,Papa todas las variedades,2021,25000
15476,Motavita,Papa todas las variedades,2021,7200
15480,Muzo,Yuca consumo en fresco,2021,450
15480,Muzo,Yuca consumo en fresco,2021,400
15491,Nobsa,Papa todas las variedades,2021,1083
15491,Nobsa,Papa todas las variedades,2021,960
15494,Nuevo Colón,Arracacha,2021,383
15494,Nuevo Colón,Arracacha,2021,54
15494,Nuevo Colón,Papa todas las variedades,2021,2392
15494,Nuevo Colón,Papa todas las variedades,2021,2870
15500,Oicatá,Papa todas las variedades,2021,1577
15500,Oicatá,Papa todas las variedades,2021,1520
15507,Otanche,Yuca consumo en fresco,2021,60
15507,Otanche,Yuca consumo en fresco,2021,27
15511,Pachavita,Arracacha,2021,40
15511,Pachavita,Arracacha,2021,40
15511,Pachavita,Papa todas las variedades,2021,66
15511,Pachavita,Papa todas las variedades,2021,48
15511,Pachavita,Yuca consumo en fresco,2021,40
15511,Pachavita,Yuca consumo en fresco,2021,45
15514,Páez,Yuca consumo en fresco,2021,68
15514,Páez,Yuca consumo en fresco,2021,90
15516,Paipa,Papa todas las variedades,2021,588
15516,Paipa,Papa todas las variedades,2021,252
15518,Pajarito,Arracacha,2021,60
15518,Pajarito,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,6
15518,Pajarito,Yuca consumo en fresco,2021,63
15522,Panqueba,Papa todas las variedades,2021,483
15522,Panqueba,Papa todas las variedades,2021,345
15531,Pauna,Papa Criolla,2021,105
15531,Pauna,Papa Criolla,2021,70
15531,Pauna,Papa todas las variedades,2021,600
15531,Pauna,Papa todas las variedades,2021,150
15531,Pauna,Yuca consumo en fresco,2021,300
15531,Pauna,Yuca consumo en fresco,2021,75
15533,Paya,Arracacha,2021,3
15533,Paya,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,2
15533,Paya,Yuca consumo en fresco,2021,66
15533,Paya,Yuca consumo en fresco,2021,12
15537,Paz de Río,Papa todas las variedades,2021,340
15537,Paz de Río,Papa todas las variedades,2021,60
15542,Pesca,Papa todas las variedades,2021,3750
15550,Pisba,Yuca consumo en fresco,2021,100
15550,Pisba,Yuca consumo en fresco,2021,20
15572,Puerto Boyacá,Yuca consumo en fresco,2021,80
15572,Puerto Boyacá,Yuca consumo en fresco,2021,104
15580,Quípama,Yuca consumo en fresco,2021,1540
15580,Quípama,Yuca consumo en fresco,2021,600
15599,Ramiriquí,Arracacha,2021,1404
15599,Ramiriquí,Papa Criolla,2021,120
15599,Ramiriquí,Papa Criolla,2021,252
15599,Ramiriquí,Papa todas las variedades,2021,2520
15599,Ramiriquí,Papa todas las variedades,2021,2318
15600,Ráquira,Papa todas las variedades,2021,3024
15600,Ráquira,Papa todas las variedades,2021,3510
15621,Rondón,Arracacha,2021,11
15621,Rondón,Papa todas las variedades,2021,81
15621,Rondón,Papa todas las variedades,2021,60
15621,Rondón,Yuca consumo en fresco,2021,25
15621,Rondón,Yuca consumo en fresco,2021,12
15632,Saboyá,Papa Criolla,2021,6400
15632,Saboyá,Papa Criolla,2021,7200
15632,Saboyá,Papa todas las variedades,2021,38950
15632,Saboyá,Papa todas las variedades,2021,44100
15646,Samacá,Papa todas las variedades,2021,16878
15646,Samacá,Papa todas las variedades,2021,17855
15660,San Eduardo,Arracacha,2021,9
15660,San Eduardo,Arracacha,2021,9
15660,San Eduardo,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,8
15660,San Eduardo,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,8
15660,San Eduardo,Yuca consumo en fresco,2021,36
15660,San Eduardo,Yuca consumo en fresco,2021,24
15664,San José de Pare,Papa todas las variedades,2021,15
15664,San José de Pare,Yuca consumo en fresco,2021,18
15664,San José de Pare,Yuca consumo en fresco,2021,20
15667,San Luis de Gaceno,Yuca consumo en fresco,2021,693
15667,San Luis de Gaceno,Yuca consumo en fresco,2021,1260
15673,San Mateo,Yuca consumo en fresco,2021,36
15676,San Miguel de Sema,Papa Criolla,2021,75
15676,San Miguel de Sema,Papa Criolla,2021,133
15676,San Miguel de Sema,Papa todas las variedades,2021,493
15676,San Miguel de Sema,Papa todas las variedades,2021,675
15681,San Pablo de Borbur,Yuca consumo en fresco,2021,720
15686,Santana,Yuca consumo en fresco,2021,900
15686,Santana,Yuca consumo en fresco,2021,900
15690,Santa María,Arracacha,2021,1
15690,Santa María,Arracacha,2021,2
15690,Santa María,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,1
15690,Santa María,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,12
15690,Santa María,Yuca consumo en fresco,2021,105
15690,Santa María,Yuca consumo en fresco,2021,25
15693,Santa Rosa de Viterbo,Nabo,2021,5
15693,Santa Rosa de Viterbo,Nabo,2021,4
15693,Santa Rosa de Viterbo,Papa Criolla,2021,504
15693,Santa Rosa de Viterbo,Papa Criolla,2021,350
15693,Santa Rosa de Viterbo,Papa todas las variedades,2021,435
15693,Santa Rosa de Viterbo,Papa todas las variedades,2021,600
15696,Santa Sofía,Papa todas las variedades,2021,570
15696,Santa Sofía,Yuca consumo en fresco,2021,60
15720,Sativanorte,Papa todas las variedades,2021,1200
15720,Sativanorte,Yuca consumo en fresco,2021,5
15720,Sativanorte,Yuca consumo en fresco,2021,3
15723,Sativasur,Papa todas las variedades,2021,100
15723,Sativasur,Papa todas las variedades,2021,5
15740,Siachoque,Arracacha,2021,96
15740,Siachoque,Arracacha,2021,84
15740,Siachoque,Papa Criolla,2021,780
15740,Siachoque,Papa Criolla,2021,600
15740,Siachoque,Papa todas las variedades,2021,74000
15740,Siachoque,Papa todas las variedades,2021,70000
15753,Soatá,Papa todas las variedades,2021,240
15753,Soatá,Yuca consumo en fresco,2021,150
15753,Soatá,Yuca consumo en fresco,2021,150
15755,Socotá,Papa Criolla,2021,74
15755,Socotá,Papa Criolla,2021,48
15755,Socotá,Papa todas las variedades,2021,5800
15755,Socotá,Papa todas las variedades,2021,5940
15757,Socha,Papa todas las variedades,2021,270
15757,Socha,Papa todas las variedades,2021,400
15759,Sogamoso,Papa Criolla,2021,25
15759,Sogamoso,Papa Criolla,2021,13
15759,Sogamoso,Papa todas las variedades,2021,3740
15759,Sogamoso,Papa todas las variedades,2021,3000
15761,Somondoco,Arracacha,2021,71
15761,Somondoco,Arracacha,2021,20
15761,Somondoco,Papa todas las variedades,2021,84
15761,Somondoco,Papa todas las variedades,2021,36
15761,Somondoco,Yuca consumo en fresco,2021,72
15761,Somondoco,Yuca consumo en fresco,2021,30
15762,Sora,Papa todas las variedades,2021,3000
15762,Sora,Papa todas las variedades,2021,3000
15763,Sotaquirá,Papa todas las variedades,2021,12690
15763,Sotaquirá,Papa todas las variedades,2021,1350
15764,Soracá,Arracacha,2021,300
15764,Soracá,Arracacha,2021,200
15764,Soracá,Papa Criolla,2021,4320
15764,Soracá,Papa Criolla,2021,10355
15764,Soracá,Papa todas las variedades,2021,10800
15764,Soracá,Papa todas las variedades,2021,16520
15774,Susacón,Arracacha,2021,3
15774,Susacón,Arracacha,2021,3
15774,Susacón,Papa todas las variedades,2021,4023
15774,Susacón,Papa todas las variedades,2021,744
15774,Susacón,Yuca consumo en fresco,2021,9
15774,Susacón,Yuca consumo en fresco,2021,9
15776,Sutamarchán,Papa todas las variedades,2021,1680
15776,Sutamarchán,Papa todas las variedades,2021,1024
15778,Sutatenza,Arracacha,2021,20
15790,Tasco,Papa Criolla,2021,55
15790,Tasco,Papa Criolla,2021,35
15790,Tasco,Papa todas las variedades,2021,644
15790,Tasco,Papa todas las variedades,2021,533
15798,Tenza,Arracacha,2021,352
15804,Tibaná,Arracacha,2021,620
15804,Tibaná,Arracacha,2021,220
15804,Tibaná,Papa todas las variedades,2021,2592
15804,Tibaná,Papa todas las variedades,2021,756
15806,Tibasosa,Papa todas las variedades,2021,1350
15806,Tibasosa,Papa todas las variedades,2021,1050
15808,Tinjacá,Arracacha,2021,1
15808,Tinjacá,Arracacha,2021,1
15808,Tinjacá,Papa Criolla,2021,18
15808,Tinjacá,Papa Criolla,2021,18
15808,Tinjacá,Papa todas las variedades,2021,352
15808,Tinjacá,Papa todas las variedades,2021,120
15810,Tipacoque,Papa Criolla,2021,5
15810,Tipacoque,Papa todas las variedades,2021,21
15810,Tipacoque,Yuca consumo en fresco,2021,27
15810,Tipacoque,Yuca consumo en fresco,2021,10
15814,Toca,Papa todas las variedades,2021,53830
15814,Toca,Papa todas las variedades,2021,16200
15816,Togüí,Papa Criolla,2021,36
15816,Togüí,Papa todas las variedades,2021,52
15816,Togüí,Yuca consumo en fresco,2021,720
15816,Togüí,Yuca consumo en fresco,2021,480
15820,Tópaga,Papa todas las variedades,2021,1190
15820,Tópaga,Papa todas las variedades,2021,486
15822,Tota,Papa todas las variedades,2021,2890
15822,Tota,Papa todas las variedades,2021,5880
15832,Tununguá,Yuca consumo en fresco,2021,228
15832,Tununguá,Yuca consumo en fresco,2021,180
15835,Turmequé,Arracacha,2021,150
15835,Turmequé,Arracacha,2021,150
15835,Turmequé,Papa todas las variedades,2021,6160
15835,Turmequé,Papa todas las variedades,2021,5500
15837,Tuta,Papa todas las variedades,2021,2340
15837,Tuta,Papa todas las variedades,2021,880
15839,Tutazá,Papa Criolla,2021,440
15839,Tutazá,Papa Criolla,2021,586
15839,Tutazá,Papa todas las variedades,2021,9808
15839,Tutazá,Papa todas las variedades,2021,8677
15842,Úmbita,Arracacha,2021,21
15842,Úmbita,Papa Criolla,2021,84
15842,Úmbita,Papa Criolla,2021,78
15842,Úmbita,Papa todas las variedades,2021,10360
15842,Úmbita,Papa todas las variedades,2021,13281
15861,Ventaquemada,Arracacha,2021,180
15861,Ventaquemada,Arracacha,2021,140
15861,Ventaquemada,Papa Criolla,2021,1360
15861,Ventaquemada,Papa Criolla,2021,1600
15861,Ventaquemada,Papa todas las variedades,2021,48000
15861,Ventaquemada,Papa todas las variedades,2021,62500
15879,Viracachá,Arracacha,2021,156
15879,Viracachá,Arracacha,2021,60
15879,Viracachá,Papa Criolla,2021,358
15879,Viracachá,Papa Criolla,2021,349
15879,Viracachá,Papa todas las variedades,2021,5585
15879,Viracachá,Papa todas las variedades,2021,5615
