geo,Municipio,IRCA,Año
15189,Ciénega,9.9,2020
15189,Ciénega,3.3,2021
15189,Ciénega,14.4,2022
15189,Ciénega,7.9,2023
15189,Ciénega,6.98,2024
15189,Ciénega,4.11,2025
15204,Combita,2.5,2020
15204,Combita,6.8,2021
15204,Combita,17.8,2022
15204,Combita,20.4,2023
15204,Combita,0.99,2024
15204,Combita,8.26,2025
15212,Coper,1,2020
15212,Coper,0,2021
15212,Coper,0,2022
15212,Coper,0,2023
15212,Coper,1.22,2024
15212,Coper,5.31,2025
15215,Corrales,14.6,2020
15215,Corrales,20,2021
15215,Corrales,13.6,2022
15215,Corrales,30.2,2023
15215,Corrales,22.6,2024
15215,Corrales,19.17,2025
15218,Covarachia,30.8,2020
15218,Covarachia,0,2021
15218,Covarachia,0,2022
15218,Covarachia,0,2023
15218,Covarachia,1.32,2024
15218,Covarachia,9.36,2025
15223,Cubará,0,2020
15223,Cubará,0,2021
15223,Cubará,9.8,2022
15223,Cubará,0,2023
15223,Cubará,0.14,2024
15223,Cubará,0,2025
15224,Cucaita,3.2,2020
15224,Cucaita,32.3,2021
15224,Cucaita,27.7,2022
15224,Cucaita,16,2023
15224,Cucaita,13.58,2024
15224,Cucaita,5.16,2025
15226,Cuìtiva,1.9,2020
15226,Cuìtiva,1.9,2021
15226,Cuìtiva,0,2022
15226,Cuìtiva,5.9,2023
15226,Cuìtiva,6.37,2024
15226,Cuìtiva,2.1,2025
15232,Chíquiza,2.6,2020
15232,Chíquiza,5.5,2021
15232,Chíquiza,8.4,2022
15232,Chíquiza,5.2,2023
15232,Chíquiza,14.84,2024
15232,Chíquiza,4.8,2025
15236,Chivor,10.9,2020
15236,Chivor,1.6,2021
15236,Chivor,4.6,2022
15236,Chivor,1.6,2023
15236,Chivor,5.82,2024
15236,Chivor,2.66,2025
15238,Duitama,0.3,2020
15238,Duitama,0.6,2021
15238,Duitama,1.6,2022
15238,Duitama,1.1,2023
15238,Duitama,1.45,2024
15238,Duitama,0.64,2025
15244,El Cocuy,0.8,2020
15244,El Cocuy,7.2,2021
15244,El Cocuy,0.8,2022
15244,El Cocuy,0.8,2023
15244,El Cocuy,0.24,2024
15244,El Cocuy,0.44,2025
15248,El Espino,0,2020
15248,El Espino,4.1,2021
15248,El Espino,9.4,2022
15248,El Espino,4.6,2023
15248,El Espino,5.25,2024
15248,El Espino,2.1,2025
15272,Firavitoba,0,2020
15272,Firavitoba,4.7,2021
15272,Firavitoba,0,2022
15272,Firavitoba,0,2023
15272,Firavitoba,4.47,2024
15272,Firavitoba,4.59,2025
15276,Floresta,17.7,2020
15276,Floresta,11.1,2021
15276,Floresta,14.4,2022
15276,Floresta,7.1,2023
15276,Floresta,4.54,2024
15276,Floresta,6,2025
15293,Gachantivá,1.7,2020
15293,Gachantivá,2.4,2021
15293,Gachantivá,5.9,2022
15293,Gachantivá,2.9,2023
15293,Gachantivá,4.37,2024
15293,Gachantivá,4.35,2025
15296,Gameza,17.3,2020
15296,Gameza,20.9,2021
15296,Gameza,25.8,2022
15296,Gameza,33.7,2023
15296,Gameza,19.49,2024
15296,Gameza,19.79,2025
15299,Garagoa,2.1,2020
15299,Garagoa,1.6,2021
15299,Garagoa,2.6,2022
15299,Garagoa,1.3,2023
15299,Garagoa,7.83,2024
15299,Garagoa,1.58,2025
15317,Guacamayas,0.5,2020
15317,Guacamayas,0.4,2021
15317,Guacamayas,3.1,2022
15317,Guacamayas,0.2,2023
15317,Guacamayas,3.7,2024
15317,Guacamayas,3.22,2025
15322,Guateque,3.9,2020
15322,Guateque,9.6,2021
15322,Guateque,8.6,2022
15322,Guateque,3.7,2023
15322,Guateque,8.6,2024
15322,Guateque,9.6,2025
15325,Guayatá,0,2020
15325,Guayatá,26,2021
15325,Guayatá,20,2022
15325,Guayatá,17.7,2023
15325,Guayatá,12.27,2024
15325,Guayatá,18.48,2025
15332,Güicán,2.2,2020
15332,Güicán,2.6,2021
15332,Güicán,0,2022
15332,Güicán,2.6,2023
15332,Güicán,0,2024
15332,Güicán,0,2025
15362,Iza,0,2020
15362,Iza,0,2021
15362,Iza,0,2022
15362,Iza,0,2023
15362,Iza,0,2024
15362,Iza,0.93,2025
15367,Jenesano,1,2020
15367,Jenesano,1.2,2021
15367,Jenesano,5.6,2022
15367,Jenesano,2.4,2023
15367,Jenesano,6.87,2024
15367,Jenesano,0.55,2025
15368,Jericó,11.1,2020
15368,Jericó,2.3,2021
15368,Jericó,7.3,2022
15368,Jericó,0,2023
15368,Jericó,19.11,2024
15368,Jericó,0,2025
15377,Labranza Grande,1.8,2020
15377,Labranza Grande,0,2021
15377,Labranza Grande,0,2022
15377,Labranza Grande,0.3,2023
15377,Labranza Grande,19.28,2024
15377,Labranza Grande,0,2025
15380,La Capilla,13,2020
15380,La Capilla,0.3,2021
15380,La Capilla,0,2022
15380,La Capilla,4.3,2023
15380,La Capilla,10.83,2024
15380,La Capilla,0,2025
15401,La Victoria,2.5,2020
15401,La Victoria,12.5,2021
15401,La Victoria,5.4,2022
15401,La Victoria,0,2023
15401,La Victoria,8.9,2024
15401,La Victoria,7.3,2025
15403,La Uvita,5.4,2020
15403,La Uvita,3.8,2021
15403,La Uvita,23.7,2022
15403,La Uvita,10.8,2023
15403,La Uvita,28.25,2024
15403,La Uvita,41.13,2025
15407,Villa De Leyva,0.5,2020
15407,Villa De Leyva,0.6,2021
15407,Villa De Leyva,4.5,2022
15407,Villa De Leyva,3,2023
15407,Villa De Leyva,0.44,2024
15407,Villa De Leyva,1.07,2025
15425,Macanal,7.6,2020
15425,Macanal,0,2021
15425,Macanal,0,2022
15425,Macanal,0.2,2023
15425,Macanal,8.09,2024
15425,Macanal,0.25,2025
15442,Maripí,0,2020
15442,Maripí,0,2021
15442,Maripí,0,2022
15442,Maripí,0,2023
15442,Maripí,0,2024
15442,Maripí,1.06,2025
15455,Miraflores,1.8,2020
15455,Miraflores,9.4,2021
15455,Miraflores,5.1,2022
15455,Miraflores,2.5,2023
15455,Miraflores,1.83,2024
15455,Miraflores,6.39,2025
15464,Mongua,2.3,2020
15464,Mongua,21.9,2021
15464,Mongua,22.7,2022
15464,Mongua,21.4,2023
15464,Mongua,42.78,2024
15464,Mongua,19.54,2025
15466,Monguì,7.5,2020
15466,Monguì,13.7,2021
15466,Monguì,19.3,2022
15466,Monguì,23.8,2023
15466,Monguì,32.67,2024
15466,Monguì,27.22,2025
15469,Moniquira,0.5,2020
15469,Moniquira,1.7,2021
15469,Moniquira,0.6,2022
15469,Moniquira,0.9,2023
15469,Moniquira,1.38,2024
15469,Moniquira,0.23,2025
15476,Motavita,33.8,2020
15476,Motavita,20,2021
15476,Motavita,25.7,2022
15476,Motavita,14,2023
15476,Motavita,14.39,2024
15476,Motavita,15.02,2025
15480,Muzo,1.2,2020
15480,Muzo,6.3,2021
15480,Muzo,6.8,2022
15480,Muzo,17.1,2023
15480,Muzo,0,2024
15480,Muzo,18.1,2025
15491,Nobsa,0,2020
15491,Nobsa,0,2021
15491,Nobsa,0.1,2022
15491,Nobsa,0.6,2023
15491,Nobsa,0,2024
15491,Nobsa,0,2025
15494,Nuevo Colón,4.5,2020
15494,Nuevo Colón,2.4,2021
15494,Nuevo Colón,0,2022
15494,Nuevo Colón,6.9,2023
15494,Nuevo Colón,0.18,2024
15494,Nuevo Colón,0,2025
15500,Oicata,5.2,2020
15500,Oicata,2.5,2021
15500,Oicata,2.6,2022
15500,Oicata,3,2023
15500,Oicata,0,2024
15500,Oicata,0,2025
15507,Otanche,11.9,2020
15507,Otanche,5.6,2021
15507,Otanche,7.6,2022
15507,Otanche,4.5,2023
15507,Otanche,11.7,2024
15507,Otanche,14.97,2025
15511,Pachavita,1.3,2020
15511,Pachavita,2.4,2021
15511,Pachavita,4.2,2022
15511,Pachavita,7.6,2023
15511,Pachavita,8.81,2024
15511,Pachavita,12.17,2025
15514,Páez,0,2020
15514,Páez,12.4,2021
15514,Páez,2.7,2022
15514,Páez,0,2023
15514,Páez,0,2024
15514,Páez,0,2025
15516,Paipa,0.9,2020
15516,Paipa,1.4,2021
15516,Paipa,1.1,2022
15516,Paipa,1.4,2023
15516,Paipa,1.74,2024
15516,Paipa,0.25,2025
15518,Pajarito,1.5,2020
15518,Pajarito,0,2021
15518,Pajarito,3.3,2022
15518,Pajarito,0.6,2023
15518,Pajarito,7.33,2024
15518,Pajarito,0.82,2025
15522,Panqueba,0,2020
15522,Panqueba,0,2021
15522,Panqueba,3.5,2022
15522,Panqueba,4.5,2023
15522,Panqueba,0,2024
15522,Panqueba,0.3,2025
15531,Pauna,0.5,2020
15531,Pauna,3.8,2021
15531,Pauna,14.5,2022
15531,Pauna,0,2023
15531,Pauna,7.34,2024
15531,Pauna,9.58,2025
15533,Paya,0.6,2020
15533,Paya,1.2,2021
15533,Paya,4.9,2022
15533,Paya,1.3,2023
15533,Paya,7.03,2024
15533,Paya,5.2,2025
15537,Paz De Río,0,2020
15537,Paz De Río,7.4,2021
15537,Paz De Río,2.4,2022
15537,Paz De Río,4.9,2023
15537,Paz De Río,6.41,2024
15537,Paz De Río,9.75,2025
15542,Pesca,1.2,2020
15542,Pesca,1.5,2021
15542,Pesca,23.1,2022
15542,Pesca,34,2023
15542,Pesca,21.65,2024
15542,Pesca,26.06,2025
15550,Pisba,5,2020
15550,Pisba,3,2021
15550,Pisba,0,2022
15550,Pisba,1.5,2023
15550,Pisba,14.15,2024
15550,Pisba,8.32,2025
15572,Puerto Boyacá,1.2,2020
15572,Puerto Boyacá,2.1,2021
15572,Puerto Boyacá,1.8,2022
15572,Puerto Boyacá,6.2,2023
15572,Puerto Boyacá,9.62,2024
15572,Puerto Boyacá,4.31,2025
15580,Quípama,0,2020
15580,Quípama,16.1,2021
15580,Quípama,6,2022
15580,Quípama,4.1,2023
15580,Quípama,7.16,2024
15580,Quípama,18.41,2025
15599,Ramiriquí,0.7,2020
15599,Ramiriquí,1,2021
15599,Ramiriquí,0.4,2022
15599,Ramiriquí,0.6,2023
15599,Ramiriquí,0.62,2024
15599,Ramiriquí,0.49,2025
15600,Ráquira,11.5,2020
15600,Ráquira,25.1,2021
15600,Ráquira,28.3,2022
15600,Ráquira,15.6,2023
15600,Ráquira,16.21,2024
15600,Ráquira,16.37,2025
15621,Rondón,2.4,2020
15621,Rondón,3.3,2021
15621,Rondón,2,2022
15621,Rondón,0.7,2023
15621,Rondón,5.39,2024
15621,Rondón,0,2025
15632,Saboyá,4.2,2020
15632,Saboyá,23.3,2021
15632,Saboyá,18.2,2022
15632,Saboyá,18,2023
15632,Saboyá,5.71,2024
15632,Saboyá,17.51,2025
15638,Sáchica,4.6,2020
15638,Sáchica,7.7,2021
15638,Sáchica,11.3,2022
15638,Sáchica,16.8,2023
15638,Sáchica,11.59,2024
15638,Sáchica,9.29,2025
15646,Samacá,1.4,2020
15646,Samacá,11.4,2021
15646,Samacá,7.1,2022
15646,Samacá,3.3,2023
15646,Samacá,1.95,2024
15646,Samacá,3.12,2025
15660,San Eduardo,6,2020
15660,San Eduardo,9.7,2021
15660,San Eduardo,0,2022
15660,San Eduardo,2.1,2023
15660,San Eduardo,0,2024
15660,San Eduardo,0.18,2025
15664,San José De Pare,12.1,2020
15664,San José De Pare,0.7,2021
15664,San José De Pare,3.1,2022
15664,San José De Pare,5.7,2023
15664,San José De Pare,8.05,2024
15664,San José De Pare,13.15,2025
15667,San Luis De Gaceno,6.5,2020
15667,San Luis De Gaceno,12.3,2021
15667,San Luis De Gaceno,0.2,2022
15667,San Luis De Gaceno,0.5,2023
15667,San Luis De Gaceno,2.27,2024
15667,San Luis De Gaceno,7.57,2025
15673,San Mateo,17.5,2020
15673,San Mateo,0,2021
15673,San Mateo,18.8,2022
15673,San Mateo,28.7,2023
15673,San Mateo,24.75,2024
15673,San Mateo,26.24,2025
15676,San Miguel De Sema,4,2020
15676,San Miguel De Sema,7.2,2021
15676,San Miguel De Sema,5.9,2022
15676,San Miguel De Sema,1,2023
15676,San Miguel De Sema,1.19,2024
15676,San Miguel De Sema,14.66,2025
15681,San Pablo De Borbur,2.7,2020
15681,San Pablo De Borbur,2.2,2021
15681,San Pablo De Borbur,7.5,2022
15681,San Pablo De Borbur,26,2023
15681,San Pablo De Borbur,4.08,2024
15681,San Pablo De Borbur,4.64,2025
15686,Santana,0,2020
15686,Santana,4.5,2021
15686,Santana,6.7,2022
15686,Santana,5.6,2023
15686,Santana,6.58,2024
15686,Santana,2.19,2025
15690,Santa María,0,2020
15690,Santa María,6.2,2021
15690,Santa María,6.5,2022
15690,Santa María,8.8,2023
15690,Santa María,6.71,2024
15690,Santa María,0,2025
15693,Santa Rosa De Viterbo,2.1,2020
15693,Santa Rosa De Viterbo,0.3,2021
15693,Santa Rosa De Viterbo,13.7,2022
15693,Santa Rosa De Viterbo,28,2023
15693,Santa Rosa De Viterbo,11.98,2024
15693,Santa Rosa De Viterbo,0.1,2025
15696,Santa Sofía,1.7,2020
15696,Santa Sofía,6.6,2021
15696,Santa Sofía,14.9,2022
15696,Santa Sofía,4.4,2023
15696,Santa Sofía,1.56,2024
15696,Santa Sofía,6.21,2025
15720,Sativanorte,4.3,2020
15720,Sativanorte,2,2021
15720,Sativanorte,6.4,2022
15720,Sativanorte,3.2,2023
15720,Sativanorte,1.06,2024
15720,Sativanorte,0.94,2025
15723,Sativasur,2.7,2020
15723,Sativasur,4.6,2021
15723,Sativasur,17.9,2022
15723,Sativasur,10.8,2023
15723,Sativasur,8.39,2024
15723,Sativasur,18.68,2025
15740,Siachoque,0.3,2020
15740,Siachoque,0.2,2021
15740,Siachoque,3.3,2022
15740,Siachoque,1,2023
15740,Siachoque,2.12,2024
15740,Siachoque,7.85,2025
15753,Soatá,0.3,2020
15753,Soatá,11.1,2021
15753,Soatá,7.2,2022
15753,Soatá,6.1,2023
15753,Soatá,1.17,2024
15753,Soatá,3.75,2025
15755,Socotá,6.1,2020
15755,Socotá,2,2021
15755,Socotá,15.5,2022
15755,Socotá,7.6,2023
15755,Socotá,2.36,2024
15755,Socotá,0.27,2025
15757,Socha,3.7,2020
15757,Socha,10,2021
15757,Socha,3.3,2022
15757,Socha,5.6,2023
15757,Socha,23.73,2024
15757,Socha,16.06,2025
15759,Sogamoso,0,2020
15759,Sogamoso,0.9,2021
15759,Sogamoso,0.3,2022
15759,Sogamoso,0,2023
15759,Sogamoso,0.27,2024
15759,Sogamoso,0.03,2025
15761,Somondoco,1.1,2020
15761,Somondoco,1.5,2021
15761,Somondoco,0.5,2022
15761,Somondoco,17.1,2023
15761,Somondoco,0,2024
15761,Somondoco,6.88,2025
15762,Sora,1.4,2020
15762,Sora,1.5,2021
15762,Sora,6.6,2022
15762,Sora,12.6,2023
15762,Sora,17.23,2024
15762,Sora,1.43,2025
15763,Sotaquirá,0,2020
15763,Sotaquirá,0.1,2021
15763,Sotaquirá,2.2,2022
15763,Sotaquirá,0,2023
15763,Sotaquirá,0,2024
15763,Sotaquirá,2.26,2025
15764,Soracá,0.5,2020
15764,Soracá,20.1,2021
15764,Soracá,6.6,2022
15764,Soracá,2.7,2023
15764,Soracá,0.7,2024
15764,Soracá,3.55,2025
15774,Susacón,4.9,2020
15774,Susacón,9.5,2021
15774,Susacón,29.1,2022
15774,Susacón,17.2,2023
15774,Susacón,17.03,2024
15774,Susacón,20.93,2025
15776,Sutamarchàn,35.4,2020
15776,Sutamarchàn,26.4,2021
15776,Sutamarchàn,23.7,2022
15776,Sutamarchàn,7,2023
15776,Sutamarchàn,8.46,2024
15776,Sutamarchàn,0.26,2025
15778,Sutatenza,1.2,2020
15778,Sutatenza,10.6,2021
15778,Sutatenza,5.5,2022
15778,Sutatenza,1.8,2023
15778,Sutatenza,3.35,2024
15778,Sutatenza,5.01,2025
15790,Tasco,3.6,2020
15790,Tasco,5,2021
15790,Tasco,11.7,2022
15790,Tasco,3.2,2023
15790,Tasco,1.55,2024
15790,Tasco,20.11,2025
15798,Tenza,11.7,2020
15798,Tenza,4.4,2021
15798,Tenza,6.4,2022
15798,Tenza,0.9,2023
15798,Tenza,14.07,2024
15798,Tenza,15.62,2025
15804,Tibana,0,2020
15804,Tibana,1.9,2021
15804,Tibana,0,2022
15804,Tibana,1.7,2023
15804,Tibana,0.18,2024
15804,Tibana,9.49,2025
15806,Tibasosa,0,2020
15806,Tibasosa,2.3,2021
15806,Tibasosa,1.4,2022
15806,Tibasosa,2.8,2023
15806,Tibasosa,2.07,2024
15806,Tibasosa,6.14,2025
15808,Tinjacá,9.5,2020
15808,Tinjacá,19.6,2021
15808,Tinjacá,21.8,2022
15808,Tinjacá,15,2023
15808,Tinjacá,14.48,2024
15808,Tinjacá,18.18,2025
15810,Tipacoque,0,2020
15810,Tipacoque,7.4,2021
15810,Tipacoque,4.1,2022
15810,Tipacoque,1.9,2023
15810,Tipacoque,7.53,2024
15810,Tipacoque,7.46,2025
15814,Toca,14.9,2020
15814,Toca,19.1,2021
15814,Toca,36.8,2022
15814,Toca,0,2023
15814,Toca,15.07,2024
15814,Toca,14.13,2025
15816,Togüí,1.8,2020
15816,Togüí,9.3,2021
15816,Togüí,8,2022
15816,Togüí,1.8,2023
15816,Togüí,6.71,2024
15816,Togüí,13.54,2025
15820,Tópaga,18.2,2020
15820,Tópaga,3,2021
15820,Tópaga,10.3,2022
15820,Tópaga,19.2,2023
15820,Tópaga,17.1,2024
15820,Tópaga,6.53,2025
15822,Tota,0,2020
15822,Tota,0,2021
15822,Tota,0,2022
15822,Tota,0,2023
15822,Tota,4.78,2024
15822,Tota,4.69,2025
15832,Tununguá,0,2020
15832,Tununguá,16.4,2021
15832,Tununguá,3.8,2022
15832,Tununguá,4.4,2023
15832,Tununguá,21,2024
15832,Tununguá,11.12,2025
15835,Turmequé,1.4,2020
15835,Turmequé,2.2,2021
15835,Turmequé,0.4,2022
15835,Turmequé,0.3,2023
15835,Turmequé,0.41,2024
15835,Turmequé,0.55,2025
15837,Tuta,6.3,2020
15837,Tuta,1.5,2021
15837,Tuta,11.8,2022
15837,Tuta,9,2023
15837,Tuta,2.15,2024
15837,Tuta,0,2025
15839,Tutazá,0,2020
15839,Tutazá,14.5,2021
15839,Tutazá,7.2,2022
15839,Tutazá,0,2023
15839,Tutazá,4.27,2024
15839,Tutazá,7.21,2025
15842,Umbita,0.8,2020
15842,Umbita,0.8,2021
15842,Umbita,0.5,2022
15842,Umbita,0.4,2023
15842,Umbita,0.41,2024
15842,Umbita,0.74,2025
15861,Ventaquemada,1.6,2020
15861,Ventaquemada,0,2021
15861,Ventaquemada,0,2022
15861,Ventaquemada,2.1,2023
15861,Ventaquemada,0,2024
15861,Ventaquemada,1.65,2025
15879,Viracachá,1.1,2020
15879,Viracachá,12.3,2021
15879,Viracachá,12.6,2022
15879,Viracachá,48.1,2023
15879,Viracachá,25.58,2024
15879,Viracachá,36.78,2025
15897,Zetaquirá,10.7,2020
15897,Zetaquirá,10.6,2021
15897,Zetaquirá,5.6,2022
15897,Zetaquirá,3.1,2023
15897,Zetaquirá,19.34,2024
15897,Zetaquirá,22.92,2025
