geo,Municipio,Grupo cultivo,Desagregación cultivo,Año,Área cosechada,Ciclo del cultivo
15476,Motavita,Raíces y Tubérculos,Papa todas las variedades,2021,900.000000,Transitorio
15476,Motavita,Raíces y Tubérculos,Papa todas las variedades,2021,480.000000,Transitorio
15480,Muzo,Raíces y Tubérculos,Yuca consumo en fresco,2021,45.000000,Transitorio
15480,Muzo,Raíces y Tubérculos,Yuca consumo en fresco,2021,40.000000,Transitorio
15491,Nobsa,Raíces y Tubérculos,Papa todas las variedades,2021,57.000000,Transitorio
15491,Nobsa,Raíces y Tubérculos,Papa todas las variedades,2021,40.000000,Transitorio
15494,Nuevo Colón,Raíces y Tubérculos,Arracacha,2021,59.000000,Transitorio
15494,Nuevo Colón,Raíces y Tubérculos,Arracacha,2021,9.000000,Transitorio
15494,Nuevo Colón,Raíces y Tubérculos,Papa todas las variedades,2021,165.000000,Transitorio
15494,Nuevo Colón,Raíces y Tubérculos,Papa todas las variedades,2021,205.000000,Transitorio
15500,Oicatá,Raíces y Tubérculos,Papa todas las variedades,2021,83.000000,Transitorio
15500,Oicatá,Raíces y Tubérculos,Papa todas las variedades,2021,76.000000,Transitorio
15507,Otanche,Raíces y Tubérculos,Yuca consumo en fresco,2021,15.000000,Transitorio
15507,Otanche,Raíces y Tubérculos,Yuca consumo en fresco,2021,9.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Arracacha,2021,5.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Arracacha,2021,5.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Papa todas las variedades,2021,11.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Papa todas las variedades,2021,8.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Yuca consumo en fresco,2021,5.000000,Transitorio
15511,Pachavita,Raíces y Tubérculos,Yuca consumo en fresco,2021,5.000000,Transitorio
15514,Páez,Raíces y Tubérculos,Yuca consumo en fresco,2021,34.000000,Transitorio
15514,Páez,Raíces y Tubérculos,Yuca consumo en fresco,2021,30.000000,Transitorio
15516,Paipa,Raíces y Tubérculos,Papa todas las variedades,2021,60.000000,Transitorio
15516,Paipa,Raíces y Tubérculos,Papa todas las variedades,2021,28.000000,Transitorio
15518,Pajarito,Raíces y Tubérculos,Arracacha,2021,5.000000,Transitorio
15518,Pajarito,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,4.000000,Transitorio
15518,Pajarito,Raíces y Tubérculos,Yuca consumo en fresco,2021,7.000000,Transitorio
15522,Panqueba,Raíces y Tubérculos,Papa todas las variedades,2021,21.000000,Transitorio
15522,Panqueba,Raíces y Tubérculos,Papa todas las variedades,2021,15.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Papa Criolla,2021,15.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Papa Criolla,2021,10.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Papa todas las variedades,2021,40.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Papa todas las variedades,2021,10.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Yuca consumo en fresco,2021,20.000000,Transitorio
15531,Pauna,Raíces y Tubérculos,Yuca consumo en fresco,2021,5.000000,Transitorio
15533,Paya,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15533,Paya,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,2.000000,Transitorio
15533,Paya,Raíces y Tubérculos,Yuca consumo en fresco,2021,22.000000,Transitorio
15533,Paya,Raíces y Tubérculos,Yuca consumo en fresco,2021,4.000000,Transitorio
15537,Paz de Río,Raíces y Tubérculos,Papa todas las variedades,2021,24.000000,Transitorio
15537,Paz de Río,Raíces y Tubérculos,Papa todas las variedades,2021,5.000000,Transitorio
15542,Pesca,Raíces y Tubérculos,Papa todas las variedades,2021,150.000000,Transitorio
15550,Pisba,Raíces y Tubérculos,Yuca consumo en fresco,2021,20.000000,Transitorio
15550,Pisba,Raíces y Tubérculos,Yuca consumo en fresco,2021,4.000000,Transitorio
15572,Puerto Boyacá,Raíces y Tubérculos,Yuca consumo en fresco,2021,9.200000,Transitorio
15572,Puerto Boyacá,Raíces y Tubérculos,Yuca consumo en fresco,2021,11.000000,Transitorio
15580,Quípama,Raíces y Tubérculos,Yuca consumo en fresco,2021,140.000000,Transitorio
15580,Quípama,Raíces y Tubérculos,Yuca consumo en fresco,2021,40.000000,Transitorio
15599,Ramiriquí,Raíces y Tubérculos,Arracacha,2021,78.000000,Transitorio
15599,Ramiriquí,Raíces y Tubérculos,Papa Criolla,2021,10.000000,Transitorio
15599,Ramiriquí,Raíces y Tubérculos,Papa Criolla,2021,14.000000,Transitorio
15599,Ramiriquí,Raíces y Tubérculos,Papa todas las variedades,2021,120.000000,Transitorio
15599,Ramiriquí,Raíces y Tubérculos,Papa todas las variedades,2021,122.000000,Transitorio
15600,Ráquira,Raíces y Tubérculos,Papa todas las variedades,2021,252.000000,Transitorio
15600,Ráquira,Raíces y Tubérculos,Papa todas las variedades,2021,270.000000,Transitorio
15621,Rondón,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15621,Rondón,Raíces y Tubérculos,Papa todas las variedades,2021,8.000000,Transitorio
15621,Rondón,Raíces y Tubérculos,Papa todas las variedades,2021,6.000000,Transitorio
15621,Rondón,Raíces y Tubérculos,Yuca consumo en fresco,2021,4.000000,Transitorio
15621,Rondón,Raíces y Tubérculos,Yuca consumo en fresco,2021,3.000000,Transitorio
15632,Saboyá,Raíces y Tubérculos,Papa Criolla,2021,320.000000,Transitorio
15632,Saboyá,Raíces y Tubérculos,Papa Criolla,2021,720.000000,Transitorio
15632,Saboyá,Raíces y Tubérculos,Papa todas las variedades,2021,2050.000000,Transitorio
15632,Saboyá,Raíces y Tubérculos,Papa todas las variedades,2021,2450.000000,Transitorio
15646,Samacá,Raíces y Tubérculos,Papa todas las variedades,2021,628.630000,Transitorio
15646,Samacá,Raíces y Tubérculos,Papa todas las variedades,2021,665.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,1.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,1.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Yuca consumo en fresco,2021,3.000000,Transitorio
15660,San Eduardo,Raíces y Tubérculos,Yuca consumo en fresco,2021,2.000000,Transitorio
15664,San José de Pare,Raíces y Tubérculos,Papa todas las variedades,2021,1.000000,Transitorio
15664,San José de Pare,Raíces y Tubérculos,Yuca consumo en fresco,2021,8.000000,Transitorio
15664,San José de Pare,Raíces y Tubérculos,Yuca consumo en fresco,2021,10.000000,Transitorio
15667,San Luis de Gaceno,Raíces y Tubérculos,Yuca consumo en fresco,2021,159.000000,Transitorio
15667,San Luis de Gaceno,Raíces y Tubérculos,Yuca consumo en fresco,2021,140.000000,Transitorio
15673,San Mateo,Raíces y Tubérculos,Yuca consumo en fresco,2021,6.000000,Transitorio
15676,San Miguel de Sema,Raíces y Tubérculos,Papa Criolla,2021,5.000000,Transitorio
15676,San Miguel de Sema,Raíces y Tubérculos,Papa Criolla,2021,7.000000,Transitorio
15676,San Miguel de Sema,Raíces y Tubérculos,Papa todas las variedades,2021,22.000000,Transitorio
15676,San Miguel de Sema,Raíces y Tubérculos,Papa todas las variedades,2021,27.000000,Transitorio
15681,San Pablo de Borbur,Raíces y Tubérculos,Yuca consumo en fresco,2021,85.000000,Transitorio
15686,Santana,Raíces y Tubérculos,Yuca consumo en fresco,2021,48.000000,Transitorio
15686,Santana,Raíces y Tubérculos,Yuca consumo en fresco,2021,50.000000,Transitorio
15690,Santa María,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15690,Santa María,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15690,Santa María,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,1.500000,Transitorio
15690,Santa María,Raíces y Tubérculos,Malanga¬ Achín¬ Yota¬ Papa China¬ Bore,2021,2.000000,Transitorio
15690,Santa María,Raíces y Tubérculos,Yuca consumo en fresco,2021,30.000000,Transitorio
15690,Santa María,Raíces y Tubérculos,Yuca consumo en fresco,2021,15.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Nabo,2021,5.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Nabo,2021,4.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Papa Criolla,2021,36.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Papa Criolla,2021,25.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Papa todas las variedades,2021,29.000000,Transitorio
15693,Santa Rosa de Viterbo,Raíces y Tubérculos,Papa todas las variedades,2021,40.000000,Transitorio
15696,Santa Sofía,Raíces y Tubérculos,Papa todas las variedades,2021,35.000000,Transitorio
15696,Santa Sofía,Raíces y Tubérculos,Yuca consumo en fresco,2021,10.000000,Transitorio
15720,Sativanorte,Raíces y Tubérculos,Papa todas las variedades,2021,60.000000,Transitorio
15720,Sativanorte,Raíces y Tubérculos,Yuca consumo en fresco,2021,1.000000,Transitorio
15720,Sativanorte,Raíces y Tubérculos,Yuca consumo en fresco,2021,1.000000,Transitorio
15723,Sativasur,Raíces y Tubérculos,Papa todas las variedades,2021,6.000000,Transitorio
15723,Sativasur,Raíces y Tubérculos,Papa todas las variedades,2021,0.500000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Arracacha,2021,8.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Arracacha,2021,7.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Papa Criolla,2021,65.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Papa Criolla,2021,50.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Papa todas las variedades,2021,3700.000000,Transitorio
15740,Siachoque,Raíces y Tubérculos,Papa todas las variedades,2021,3500.000000,Transitorio
15753,Soatá,Raíces y Tubérculos,Papa todas las variedades,2021,15.000000,Transitorio
15753,Soatá,Raíces y Tubérculos,Yuca consumo en fresco,2021,20.000000,Transitorio
15753,Soatá,Raíces y Tubérculos,Yuca consumo en fresco,2021,20.000000,Transitorio
15755,Socotá,Raíces y Tubérculos,Papa Criolla,2021,6.000000,Transitorio
15755,Socotá,Raíces y Tubérculos,Papa Criolla,2021,4.000000,Transitorio
15755,Socotá,Raíces y Tubérculos,Papa todas las variedades,2021,290.000000,Transitorio
15755,Socotá,Raíces y Tubérculos,Papa todas las variedades,2021,210.000000,Transitorio
15757,Socha,Raíces y Tubérculos,Papa todas las variedades,2021,27.000000,Transitorio
15757,Socha,Raíces y Tubérculos,Papa todas las variedades,2021,27.000000,Transitorio
15759,Sogamoso,Raíces y Tubérculos,Papa Criolla,2021,2.500000,Transitorio
15759,Sogamoso,Raíces y Tubérculos,Papa Criolla,2021,1.500000,Transitorio
15759,Sogamoso,Raíces y Tubérculos,Papa todas las variedades,2021,220.000000,Transitorio
15759,Sogamoso,Raíces y Tubérculos,Papa todas las variedades,2021,200.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Arracacha,2021,11.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Arracacha,2021,8.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Papa todas las variedades,2021,7.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Papa todas las variedades,2021,3.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Yuca consumo en fresco,2021,12.000000,Transitorio
15761,Somondoco,Raíces y Tubérculos,Yuca consumo en fresco,2021,5.000000,Transitorio
15762,Sora,Raíces y Tubérculos,Papa todas las variedades,2021,200.000000,Transitorio
15762,Sora,Raíces y Tubérculos,Papa todas las variedades,2021,200.000000,Transitorio
15763,Sotaquirá,Raíces y Tubérculos,Papa todas las variedades,2021,470.000000,Transitorio
15763,Sotaquirá,Raíces y Tubérculos,Papa todas las variedades,2021,50.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Arracacha,2021,15.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Arracacha,2021,10.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Papa Criolla,2021,240.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Papa Criolla,2021,545.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Papa todas las variedades,2021,400.000000,Transitorio
15764,Soracá,Raíces y Tubérculos,Papa todas las variedades,2021,590.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Arracacha,2021,1.700000,Transitorio
15774,Susacón,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Papa todas las variedades,2021,180.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Papa todas las variedades,2021,31.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Yuca consumo en fresco,2021,3.000000,Transitorio
15774,Susacón,Raíces y Tubérculos,Yuca consumo en fresco,2021,3.000000,Transitorio
15776,Sutamarchán,Raíces y Tubérculos,Papa todas las variedades,2021,120.000000,Transitorio
15776,Sutamarchán,Raíces y Tubérculos,Papa todas las variedades,2021,73.200000,Transitorio
15778,Sutatenza,Raíces y Tubérculos,Arracacha,2021,1.000000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa Criolla,2021,4.600000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa Criolla,2021,2.900000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa todas las variedades,2021,29.700000,Transitorio
15790,Tasco,Raíces y Tubérculos,Papa todas las variedades,2021,24.600000,Transitorio
15798,Tenza,Raíces y Tubérculos,Arracacha,2021,22.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Arracacha,2021,62.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Arracacha,2021,50.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Papa todas las variedades,2021,145.000000,Transitorio
15804,Tibaná,Raíces y Tubérculos,Papa todas las variedades,2021,42.000000,Transitorio
15806,Tibasosa,Raíces y Tubérculos,Papa todas las variedades,2021,45.000000,Transitorio
15806,Tibasosa,Raíces y Tubérculos,Papa todas las variedades,2021,35.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Arracacha,2021,0.400000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Arracacha,2021,0.500000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa Criolla,2021,2.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa Criolla,2021,2.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa todas las variedades,2021,22.000000,Transitorio
15808,Tinjacá,Raíces y Tubérculos,Papa todas las variedades,2021,8.000000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Papa Criolla,2021,1.000000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Papa todas las variedades,2021,3.000000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Yuca consumo en fresco,2021,3.000000,Transitorio
15810,Tipacoque,Raíces y Tubérculos,Yuca consumo en fresco,2021,1.000000,Transitorio
15814,Toca,Raíces y Tubérculos,Papa todas las variedades,2021,1538.000000,Transitorio
15814,Toca,Raíces y Tubérculos,Papa todas las variedades,2021,900.000000,Transitorio
15816,Togüí,Raíces y Tubérculos,Papa Criolla,2021,4.000000,Transitorio
15816,Togüí,Raíces y Tubérculos,Papa todas las variedades,2021,4.000000,Transitorio
15816,Togüí,Raíces y Tubérculos,Yuca consumo en fresco,2021,60.000000,Transitorio
15816,Togüí,Raíces y Tubérculos,Yuca consumo en fresco,2021,40.000000,Transitorio
15820,Tópaga,Raíces y Tubérculos,Papa todas las variedades,2021,70.000000,Transitorio
15820,Tópaga,Raíces y Tubérculos,Papa todas las variedades,2021,27.000000,Transitorio
15822,Tota,Raíces y Tubérculos,Papa todas las variedades,2021,170.000000,Transitorio
15822,Tota,Raíces y Tubérculos,Papa todas las variedades,2021,280.000000,Transitorio
15832,Tununguá,Raíces y Tubérculos,Yuca consumo en fresco,2021,38.000000,Transitorio
15832,Tununguá,Raíces y Tubérculos,Yuca consumo en fresco,2021,30.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Arracacha,2021,10.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Arracacha,2021,10.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Papa todas las variedades,2021,280.000000,Transitorio
15835,Turmequé,Raíces y Tubérculos,Papa todas las variedades,2021,250.000000,Transitorio
15837,Tuta,Raíces y Tubérculos,Papa todas las variedades,2021,130.000000,Transitorio
15837,Tuta,Raíces y Tubérculos,Papa todas las variedades,2021,40.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa Criolla,2021,27.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa Criolla,2021,36.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa todas las variedades,2021,503.000000,Transitorio
15839,Tutazá,Raíces y Tubérculos,Papa todas las variedades,2021,445.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Arracacha,2021,3.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa Criolla,2021,7.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa Criolla,2021,6.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa todas las variedades,2021,518.000000,Transitorio
15842,Úmbita,Raíces y Tubérculos,Papa todas las variedades,2021,699.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Arracacha,2021,13.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Arracacha,2021,10.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa Criolla,2021,80.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa Criolla,2021,100.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa todas las variedades,2021,1600.000000,Transitorio
15861,Ventaquemada,Raíces y Tubérculos,Papa todas las variedades,2021,2100.000000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Arracacha,2021,8.800000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Arracacha,2021,3.500000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa Criolla,2021,24.500000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa Criolla,2021,24.500000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa todas las variedades,2021,380.800000,Transitorio
15879,Viracachá,Raíces y Tubérculos,Papa todas las variedades,2021,388.000000,Transitorio
