geo,Año,Desagregación,Producción
15215,2019,Uva,21.600000
15218,2019,Aguacate demás variedades,63.000000
15218,2019,Durazno o Albaricoque,126.000000
15218,2019,Maracuyá,70.000000
15218,2019,Piña demás variedades,495.000000
15218,2019,Uva,21.000000
15218,2019,Otros cítricos,70.000000
15223,2019,Plátano consumo interno,192.000000
15223,2019,Otros cítricos,0.000000
15224,2019,Durazno o Albaricoque,36.000000
15224,2019,Fresa,30.000000
15226,2019,Fresa,30.000000
15226,2019,Gulupa o cholupa,3.600000
15226,2019,Uchuva,33.600000
15236,2019,Aguacate demás variedades,12.000000
15236,2019,Granadilla,21.000000
15236,2019,Plátano consumo interno,55.000000
15238,2019,Arándano,0.000000
15238,2019,Brevo,6.000000
15238,2019,Ciruela,210.000000
15238,2019,Durazno o Albaricoque,170.000000
15238,2019,Feijoa,78.000000
15238,2019,Fresa,0.000000
15238,2019,Gulupa o cholupa,100.000000
15238,2019,Manzana,52.000000
15238,2019,Mora,50.000000
15238,2019,Tomate de árbol,110.000000
15248,2019,Aguacate demás variedades,8.000000
15248,2019,Chirimoya,3.000000
15248,2019,Dátil,0.000000
15248,2019,Durazno o Albaricoque,100.000000
15248,2019,Naranja demás variedades,7.000000
15272,2019,Feijoa,0.000000
15272,2019,Gulupa o cholupa,10.400000
15272,2019,Higo,2.750000
15272,2019,Tomate de árbol,0.000000
15276,2019,Arándano,0.200000
15276,2019,Uchuva,12.000000
15276,2019,Uva,8.100000
15293,2019,Mora,976.000000
15293,2019,Tomate de árbol,180.000000
15299,2019,Aguacate demás variedades,0.000000
15299,2019,Arándano,0.000000
15299,2019,Lulo,96.000000
15299,2019,Maracuyá,0.000000
15299,2019,Mora,6.000000
15299,2019,Plátano consumo interno,105.000000
15299,2019,Tomate de árbol,27.000000
15317,2019,Naranja demás variedades,67.000000
15322,2019,Frambuesa,5.000000
15322,2019,Gulupa o cholupa,0.000000
15322,2019,Maracuyá,0.000000
15325,2019,Gulupa o cholupa,0.000000
15325,2019,Lulo,32.000000
15325,2019,Mora,0.000000
15325,2019,Pitahaya,3.000000
15325,2019,Plátano consumo interno,289.800000
15325,2019,Tomate de árbol,60.000000
15325,2019,Uchuva,0.000000
15332,2019,Durazno o Albaricoque,0.000000
15332,2019,Fresa,0.000000
15332,2019,Gulupa o cholupa,0.000000
15332,2019,Tomate de árbol,0.000000
15362,2019,Higo,28.000000
15362,2019,Uchuva,6.000000
15367,2019,Aguacate demás variedades,30.000000
15367,2019,Ciruela,500.000000
15367,2019,Curuba,500.000000
15367,2019,Durazno o Albaricoque,225.000000
15367,2019,Feijoa,550.000000
15367,2019,Granadilla,75.000000
15367,2019,Gulupa o cholupa,26.000000
15367,2019,Lulo,96.000000
15367,2019,Manzana,250.000000
15367,2019,Mora,420.000000
15367,2019,Pera,6300.000000
15367,2019,Tomate de árbol,540.000000
15367,2019,Uchuva,180.000000
15368,2019,Brevo,72.000000
15377,2019,Aguacate demás variedades,24.000000
15377,2019,Banano consumo interno,117.000000
15377,2019,Guanábana,67.500000
15377,2019,Lulo,205.000000
15377,2019,Naranja demás variedades,173.000000
15377,2019,Plátano consumo interno,162.000000
15380,2019,Mora,175.200000
15380,2019,Tomate de árbol,2057.970000
15401,2019,Aguacate demás variedades,49.000000
15401,2019,Guanábana,10.000000
15401,2019,Plátano consumo interno,84.000000
15401,2019,Otros cítricos,39.000000
15403,2019,Brevo,0.000000
15403,2019,Ciruela,1.000000
15403,2019,Durazno o Albaricoque,135.000000
15403,2019,Lulo,0.000000
15403,2019,Mora,12.000000
15403,2019,Tomate de árbol,10.000000
15403,2019,Otros cítricos,24.000000
15407,2019,Brevo,85.000000
15407,2019,Mora,198.000000
15407,2019,Otros caducifolios,600.000000
15425,2019,Granadilla,20.000000
15425,2019,Lulo,780.000000
15425,2019,Mora,18.000000
15442,2019,Aguacate demás variedades,225.000000
15442,2019,Arándano,0.000000
15442,2019,Chontaduro,0.000000
15442,2019,Guanábana,8.000000
15442,2019,Guayaba,72.000000
15442,2019,Gulupa o cholupa,63.000000
15442,2019,Maracuyá,30.000000
15442,2019,Papayuela -Babaco,9.120000
15442,2019,Plátano consumo interno,832.000000
15442,2019,Otros cítricos,2760.000000
15455,2019,Aguacate demás variedades,10.000000
15455,2019,Chamba,60.000000
15455,2019,Durazno o Albaricoque,15.000000
15455,2019,Granadilla,60.000000
15455,2019,Guanábana,24.000000
15455,2019,Gulupa o cholupa,280.000000
15455,2019,Lulo,330.000000
15455,2019,Maracuyá,24.000000
15455,2019,Mora,14.000000
15455,2019,Pitahaya,2232.000000
15455,2019,Plátano consumo interno,225.000000
15466,2019,Fresa,0.000000
15466,2019,Mora,20.000000
15466,2019,Tomate de árbol,10.000000
15466,2019,Uchuva,5.000000
15466,2019,Otros caducifolios,40.000000
15469,2019,Banano consumo interno,980.000000
15469,2019,Guayaba,230.000000
15469,2019,Lulo,100.000000
15469,2019,Mandarina demás variedades,230.000000
15469,2019,Mora,360.000000
15469,2019,Naranja demás variedades,2190.000000
15469,2019,Plátano consumo interno,4400.000000
15476,2019,Fresa,30.000000
15476,2019,Uchuva,50.000000
15480,2019,Aguacate demás variedades,8.000000
15480,2019,Guanábana,7.500000
15480,2019,Mandarina demás variedades,80.000000
15480,2019,Maracuyá,2.000000
15480,2019,Naranja demás variedades,615.000000
15480,2019,Plátano consumo interno,1062.000000
15491,2019,Brevo,105.000000
15491,2019,Feijoa,40.000000
15491,2019,Tomate de árbol,20.000000
15491,2019,Uva,25.000000
15494,2019,Ciruela,5388.000000
15494,2019,Curuba,870.000000
15494,2019,Durazno o Albaricoque,264.000000
15494,2019,Feijoa,100.000000
15494,2019,Manzana,350.000000
15494,2019,Pera,8376.000000
15494,2019,Tomate de árbol,48.000000
15494,2019,Uchuva,60.000000
15500,2019,Arándano,0.000000
15500,2019,Durazno o Albaricoque,103.000000
15500,2019,Feijoa,3.000000
15500,2019,Fresa,581.000000
15500,2019,Higo,4.000000
15500,2019,Manzana,793.000000
15507,2019,Aguacate demás variedades,1645.000000
15507,2019,Limón Tahití,135.000000
15507,2019,Mandarina demás variedades,70.000000
15507,2019,Naranja demás variedades,138.000000
15507,2019,Plátano consumo interno,2340.000000
15511,2019,Aguacate demás variedades,1.000000
15511,2019,Banano consumo interno,140.000000
15511,2019,Lulo,16.000000
15511,2019,Mora,25.000000
15511,2019,Tomate de árbol,120.000000
15514,2019,Aguacate demás variedades,49.000000
15514,2019,Borojó,16.000000
15514,2019,Limón Mandarino,30.000000
15514,2019,Limón Tahití,0.000000
15514,2019,Lulo,55.000000
15514,2019,Naranja demás variedades,30.000000
15514,2019,Pitahaya,200.000000
15514,2019,Plátano consumo interno,500.000000
15514,2019,Zapote,70.000000
15516,2019,Ciruela,197.620000
15516,2019,Durazno o Albaricoque,773.100000
15516,2019,Mora,904.800000
15516,2019,Tomate de árbol,39.380000
15518,2019,Aguacate demás variedades,300.000000
15518,2019,Lulo,415.000000
15518,2019,Naranja demás variedades,384.000000
15518,2019,Plátano consumo interno,192.000000
15518,2019,Zapote,63.000000
15522,2019,Aguacate demás variedades,2.000000
15531,2019,Aguacate demás variedades,861.000000
15531,2019,Guanábana,2100.000000
15531,2019,Guayaba,1550.000000
15531,2019,Gulupa o cholupa,36.000000
15531,2019,Limón demás variedades,550.000000
15531,2019,Lulo,318.000000
15531,2019,Mandarina demás variedades,2343.000000
15531,2019,Mora,60.000000
15531,2019,Naranja demás variedades,4236.000000
15531,2019,Papaya demás variedades,120.000000
15531,2019,Piña demás variedades,20.000000
15531,2019,Pitahaya,2.000000
15531,2019,Plátano consumo interno,735.000000
15531,2019,Tomate de árbol,30.000000
15533,2019,Aguacate demás variedades,4.000000
15533,2019,Guanábana,4.000000
15533,2019,Guayaba,2.000000
15533,2019,Mandarina demás variedades,16.000000
15533,2019,Mango demás variedades,15.000000
15533,2019,Naranja demás variedades,4.000000
15533,2019,Plátano consumo interno,54.000000
15533,2019,Zapote,4.000000
15537,2019,Frambuesa,1.000000
15537,2019,Fresa,5.000000
15537,2019,Higo,3.000000
15537,2019,Lulo,6.000000
15537,2019,Mora,6.000000
15537,2019,Tomate de árbol,3.000000
15537,2019,Uva,3.000000
15542,2019,Higo,1.000000
15550,2019,Guanábana,0.000000
15550,2019,Lulo,9.000000
15550,2019,Plátano consumo interno,270.000000
15572,2019,Aguacate demás variedades,88.000000
15572,2019,Limón demás variedades,0.000000
15572,2019,Papaya demás variedades,210.000000
15572,2019,Piña demás variedades,154.000000
15572,2019,Plátano consumo interno,1955.000000
15580,2019,Aguacate demás variedades,1050.000000
15580,2019,Guanábana,720.000000
15580,2019,Limón demás variedades,150.000000
15580,2019,Plátano consumo interno,2167.000000
15599,2019,Durazno o Albaricoque,0.000000
15599,2019,Gulupa o cholupa,0.000000
15599,2019,Lulo,84.000000
15599,2019,Mora,500.000000
15599,2019,Tomate de árbol,1400.000000
15599,2019,Uchuva,720.000000
15600,2019,Agraz - Mortiño,537.000000
15600,2019,Curuba,6.000000
15600,2019,Durazno o Albaricoque,36.000000
15600,2019,Feijoa,8.000000
15600,2019,Guayaba,28.000000
15600,2019,Gulupa o cholupa,8.000000
15600,2019,Lulo,37.000000
15600,2019,Mora,37.000000
15600,2019,Tomate de árbol,62.000000
15600,2019,Uchuva,4.000000
15621,2019,Aguacate demás variedades,3.000000
15621,2019,Banano consumo interno,3.000000
15621,2019,Granadilla,60.000000
15621,2019,Gulupa o cholupa,168.000000
15621,2019,Limón Tahití,0.000000
15621,2019,Lulo,400.000000
15621,2019,Mora,127.000000
15621,2019,Piña demás variedades,0.000000
15621,2019,Pitahaya,0.000000
15621,2019,Plátano consumo interno,80.000000
15621,2019,Tomate de árbol,153.000000
15621,2019,Uchuva,1.000000
15621,2019,Otros cítricos,0.000000
15632,2019,Curuba,126.000000
15632,2019,Mora,8325.000000
15632,2019,Tomate de árbol,2160.000000
15646,2019,Durazno o Albaricoque,0.000000
15646,2019,Fresa,0.000000
15646,2019,Granadilla,0.000000
15660,2019,Granadilla,72.000000
15660,2019,Guanábana,6.000000
15660,2019,Gulupa o cholupa,20.000000
15660,2019,Lulo,390.000000
15660,2019,Mora,16.000000
15660,2019,Pitahaya,40.000000
15660,2019,Tomate de árbol,567.000000
15664,2019,Aguacate demás variedades,0.000000
15664,2019,Feijoa,7.000000
15664,2019,Guanábana,0.750000
15664,2019,Guayaba,7.500000
15664,2019,Lulo,15.000000
15664,2019,Mango demás variedades,8.000000
15664,2019,Plátano consumo interno,350.000000
15664,2019,Zapote,1.000000
15664,2019,Otros cítricos,286.000000
15667,2019,Aguacate demás variedades,4.500000
15667,2019,Arazá,1.000000
15667,2019,Mandarina demás variedades,2.000000
15667,2019,Naranja demás variedades,6.000000
15667,2019,Plátano consumo interno,68.000000
15673,2019,Aguacate demás variedades,3.000000
15673,2019,Chirimoya,138.000000
15673,2019,Durazno o Albaricoque,8.300000
15673,2019,Plátano consumo interno,240.000000
15673,2019,Otros cítricos,225.000000
15676,2019,Agraz - Mortiño,75.000000
15676,2019,Curuba,30.000000
15676,2019,Durazno o Albaricoque,40.000000
15676,2019,Fresa,25.000000
15676,2019,Manzana,80.000000
15676,2019,Mora,30.000000
15681,2019,Aguacate demás variedades,250.000000
15681,2019,Guanábana,58.000000
15681,2019,Guayaba,75.000000
15681,2019,Lulo,56.000000
15681,2019,Maracuyá,7.000000
15681,2019,Mora,4.000000
15681,2019,Papaya demás variedades,90.000000
15681,2019,Pitahaya,28.000000
15681,2019,Plátano consumo interno,480.000000
15681,2019,Otros cítricos,220.000000
15686,2019,Mandarina demás variedades,180.000000
15686,2019,Naranja demás variedades,250.000000
15686,2019,Plátano consumo interno,357.000000
15690,2019,Aguacate demás variedades,0.000000
15690,2019,Arazá,0.000000
15690,2019,Banano consumo interno,56.000000
15690,2019,Borojó,0.000000
15690,2019,Chamba,1.000000
15690,2019,Guayaba,2.000000
15690,2019,Limón demás variedades,0.000000
15690,2019,Mandarina demás variedades,2.500000
15690,2019,Mango demás variedades,3.000000
15690,2019,Naranja Valencia,0.000000
15690,2019,Naranja demás variedades,3.000000
15690,2019,Papaya demás variedades,0.000000
15690,2019,Plátano consumo interno,125.000000
15690,2019,Zapote,5.000000
15693,2019,Arándano,4.000000
15693,2019,Uchuva,5.000000
15696,2019,Arándano,22.800000
15696,2019,Curuba,91.000000
15696,2019,Durazno o Albaricoque,40.000000
15696,2019,Uchuva,0.000000
15720,2019,Aguacate demás variedades,30.000000
15720,2019,Curuba,10.000000
15720,2019,Guayaba,75.000000
15720,2019,Limón demás variedades,18.000000
15720,2019,Lulo,33.000000
15720,2019,Mandarina demás variedades,7.000000
15720,2019,Naranja demás variedades,26.000000
15720,2019,Plátano consumo interno,24.000000
15723,2019,Lulo,0.000000
15740,2019,Curuba,29.000000
15740,2019,Feijoa,20.000000
15740,2019,Fresa,48.000000
15753,2019,Aguacate demás variedades,30.000000
15753,2019,Dátil,35.000000
15753,2019,Durazno o Albaricoque,300.000000
15753,2019,Fresa,15.000000
15753,2019,Granadilla,0.000000
15753,2019,Limón demás variedades,40.000000
15753,2019,Lulo,0.000000
15753,2019,Mandarina demás variedades,300.000000
15753,2019,Mango demás variedades,160.000000
15753,2019,Maracuyá,0.000000
15753,2019,Mora,20.000000
15753,2019,Naranja demás variedades,300.000000
15753,2019,Papaya demás variedades,0.000000
15753,2019,Plátano consumo interno,65.000000
15753,2019,Tomate de árbol,0.000000
15753,2019,Zapote,25.000000
15755,2019,Aguacate demás variedades,10.000000
15755,2019,Guayaba,12.000000
15759,2019,Curuba,5.000000
15759,2019,Durazno o Albaricoque,8.000000
15759,2019,Feijoa,16.000000
15759,2019,Fresa,30.000000
15759,2019,Mora,1.000000
15759,2019,Tomate de árbol,3.000000
15759,2019,Uchuva,3.000000
15761,2019,Banano consumo interno,16.000000
15763,2019,Arándano,144.000000
15763,2019,Ciruela,3000.000000
15763,2019,Durazno o Albaricoque,7380.000000
15763,2019,Mora,280.000000
15764,2019,Tomate de árbol,640.000000
15774,2019,Agraz - Mortiño,3.000000
15774,2019,Arándano,13.000000
15774,2019,Durazno o Albaricoque,140.000000
15774,2019,Feijoa,12.000000
15774,2019,Fresa,146.000000
15774,2019,Lulo,22.000000
15774,2019,Manzana,6.000000
15774,2019,Pera,10.000000
15774,2019,Tomate de árbol,28.000000
15776,2019,Arándano,20.000000
15776,2019,Curuba,1650.000000
15776,2019,Fresa,34.000000
15776,2019,Gulupa o cholupa,306.000000
15776,2019,Higo,3.000000
15776,2019,Tomate de árbol,540.000000
15778,2019,Durazno o Albaricoque,30.000000
15778,2019,Lulo,90.000000
15778,2019,Plátano consumo interno,24.000000
15790,2019,Ciruela,3.000000
15790,2019,Durazno o Albaricoque,15.000000
15790,2019,Fresa,20.000000
15790,2019,Manzana,5.000000
15790,2019,Pera,5.000000
15798,2019,Banano consumo interno,0.000000
15798,2019,Lulo,32.000000
15798,2019,Maracuyá,0.000000
15798,2019,Tomate de árbol,0.000000
15804,2019,Ciruela,2884.000000
15804,2019,Curuba,210.000000
15804,2019,Durazno o Albaricoque,600.000000
15804,2019,Feijoa,416.000000
15804,2019,Lulo,760.000000
15804,2019,Manzana,10800.000000
15804,2019,Pera,12260.000000
15804,2019,Tomate de árbol,1320.000000
15804,2019,Uchuva,535.000000
15806,2019,Durazno o Albaricoque,16.000000
15806,2019,Feijoa,184.000000
15808,2019,Curuba,132.000000
15808,2019,Durazno o Albaricoque,36.000000
15808,2019,Fresa,240.000000
15808,2019,Lulo,6.500000
15808,2019,Mora,15.000000
15808,2019,Tomate de árbol,91.000000
15810,2019,Aguacate demás variedades,4.000000
15810,2019,Durazno o Albaricoque,688.000000
15810,2019,Mango demás variedades,0.000000
15814,2019,Fresa,950.000000
15814,2019,Mora,88.000000
15816,2019,Aguacate demás variedades,30.000000
15816,2019,Banano consumo interno,200.000000
15816,2019,Lulo,10.000000
15816,2019,Plátano consumo interno,2175.000000
15820,2019,Otros caducifolios,0.000000
15822,2019,Fresa,84.000000
15832,2019,Aguacate demás variedades,792.000000
15832,2019,Arazá,24.000000
15832,2019,Guanábana,6500.000000
15832,2019,Guayaba,5310.000000
15832,2019,Mandarina demás variedades,168.000000
15832,2019,Naranja demás variedades,960.000000
15832,2019,Pitahaya,75.000000
15832,2019,Plátano consumo interno,402.000000
15835,2019,Ciruela,550.000000
15835,2019,Curuba,3500.000000
15835,2019,Durazno o Albaricoque,30.000000
15835,2019,Manzana,20.000000
15835,2019,Pera,30.000000
15835,2019,Tomate de árbol,50.000000
15837,2019,Arándano,24.000000
15837,2019,Ciruela,180.000000
15837,2019,Durazno o Albaricoque,490.000000
15837,2019,Fresa,537.000000
15837,2019,Manzana,20.000000
15837,2019,Mora,2.000000
15837,2019,Tomate de árbol,20.000000
15837,2019,Uchuva,12.000000
15839,2019,Brevo,30.000000
15839,2019,Mora,8.000000
15839,2019,Pera,30.000000
15842,2019,Aguacate demás variedades,0.000000
15842,2019,Arándano,0.000000
15842,2019,Ciruela,0.000000
15842,2019,Curuba,1196.000000
15842,2019,Durazno o Albaricoque,54.000000
15842,2019,Fresa,8.000000
15842,2019,Granadilla,18.000000
15842,2019,Mora,63.000000
15842,2019,Tomate de árbol,416.000000
15842,2019,Uchuva,364.000000
15861,2019,Arándano,320.000000
15861,2019,Ciruela,30.000000
15861,2019,Mora,108.000000
15861,2019,Tomate de árbol,240.000000
15861,2019,Uchuva,1050.000000
15879,2019,Durazno o Albaricoque,3.740000
15879,2019,Feijoa,15.580000
15879,2019,Fresa,68.970000
15879,2019,Lulo,3.100000
15879,2019,Mora,160.740000
15879,2019,Tomate de árbol,127.890000
15879,2019,Uchuva,69.350000
15897,2019,Durazno o Albaricoque,230.000000
15897,2019,Granadilla,80.000000
15897,2019,Gulupa o cholupa,320.000000
15897,2019,Lulo,120.000000
15897,2019,Mora,35.000000
15897,2019,Pitahaya,175.000000
15897,2019,Plátano consumo interno,975.000000
15001,2020,Fresa,30.000000
15022,2020,Granadilla,38.000000
15022,2020,Lulo,150.000000
15047,2020,Fresa,150.000000
15047,2020,Gulupa o cholupa,40.000000
15047,2020,Uchuva,15.000000
15051,2020,Arándano,4.000000
15051,2020,Fresa,300.000000
15051,2020,Mora,1350.000000
15051,2020,Tomate de árbol,220.000000
15051,2020,Uchuva,132.000000
15087,2020,Ciruela,12.600000
15087,2020,Curuba,7.000000
15087,2020,Durazno o Albaricoque,36.000000
15087,2020,Feijoa,110.000000
15087,2020,Mora,7.000000
15087,2020,Tomate de árbol,18.670000
15087,2020,Uchuva,19.600000
15090,2020,Chamba,84.000000
15090,2020,Maracuyá,121.000000
15090,2020,Pitahaya,81.600000
15090,2020,Plátano consumo interno,14.000000
15092,2020,Durazno o Albaricoque,16.000000
15092,2020,Uchuva,30.000000
15097,2020,Durazno o Albaricoque,220.000000
15097,2020,Mango demás variedades,45.000000
15097,2020,Plátano consumo interno,90.000000
15097,2020,Otros cítricos,273.000000
15104,2020,Arándano,1.280000
15104,2020,Mora,135.000000
15104,2020,Tomate de árbol,214.500000
15104,2020,Uchuva,0.000000
15106,2020,Aguacate demás variedades,375.000000
15106,2020,Banano consumo interno,0.000000
15106,2020,Guanábana,1380.000000
15106,2020,Guayaba,3102.000000
15106,2020,Lulo,245.000000
15106,2020,Mora,333.000000
15106,2020,Naranja demás variedades,574.000000
15106,2020,Pitahaya,16.000000
15106,2020,Plátano consumo interno,74.000000
15109,2020,Aguacate Hass,405.000000
15109,2020,Aguacate Papelillo,108.000000
15109,2020,Guanábana,240.000000
15109,2020,Gulupa o cholupa,288.800000
15109,2020,Mandarina demás variedades,730.000000
15109,2020,Mora,120.000000
15109,2020,Naranja demás variedades,1100.000000
15109,2020,Tomate de árbol,1700.000000
15114,2020,Durazno o Albaricoque,0.000000
15114,2020,Feijoa,0.000000
15114,2020,Higo,0.000000
15131,2020,Curuba,140.000000
15131,2020,Fresa,130.000000
15131,2020,Mora,20.000000
15131,2020,Papayuela -Babaco,220.000000
15131,2020,Tomate de árbol,140.000000
15135,2020,Aguacate Hass,0.000000
15135,2020,Granadilla,20.000000
15135,2020,Mora,1.250000
15135,2020,Plátano consumo interno,1098.000000
15162,2020,Durazno o Albaricoque,15.000000
15162,2020,Manzana,12.000000
15162,2020,Uchuva,30.000000
15172,2020,Aguacate demás variedades,140.000000
15172,2020,Granadilla,32.000000
15172,2020,Mora,7.000000
15172,2020,Plátano consumo interno,160.000000
15172,2020,Tomate de árbol,40.000000
15176,2020,Curuba,112.000000
15176,2020,Feijoa,28.000000
15176,2020,Fresa,64.000000
15176,2020,Lulo,110.000000
15176,2020,Mora,180.000000
15176,2020,Tomate de árbol,336.000000
15180,2020,Chirimoya,1600.000000
15180,2020,Durazno o Albaricoque,41.000000
15180,2020,Mora,42.000000
15180,2020,Naranja demás variedades,81.000000
15180,2020,Tomate de árbol,30.000000
15183,2020,Aguacate demás variedades,0.000000
15183,2020,Brevo,350.000000
15183,2020,Durazno o Albaricoque,60.000000
15183,2020,Mora,8.000000
15183,2020,Tomate de árbol,50.000000
15185,2020,Limón Mandarino,176.000000
15185,2020,Limón Tahití,110.000000
15185,2020,Lulo,150.000000
15185,2020,Naranja Valencia,0.000000
15185,2020,Naranja demás variedades,330.000000
15185,2020,Plátano consumo interno,1640.000000
15187,2020,Fresa,34.000000
15189,2020,Feijoa,491.000000
15189,2020,Lulo,825.000000
15189,2020,Mora,315.000000
15189,2020,Tomate de árbol,1459.000000
15189,2020,Uchuva,2261.130000
15204,2020,Ciruela,288.000000
15204,2020,Curuba,160.000000
15204,2020,Durazno o Albaricoque,1260.000000
15204,2020,Feijoa,52.000000
15204,2020,Fresa,50.000000
15204,2020,Mora,603.000000
15212,2020,Aguacate demás variedades,770.000000
15212,2020,Guanábana,204.000000
15212,2020,Mangostino,100.000000
15212,2020,Naranja demás variedades,2050.000000
15212,2020,Pitahaya,64.000000
15212,2020,Plátano consumo interno,1200.000000
15215,2020,Arándano,32.000000
15215,2020,Brevo,22.200000
15215,2020,Durazno o Albaricoque,120.150000
15215,2020,Uva,21.600000
15218,2020,Aguacate demás variedades,60.000000
15218,2020,Durazno o Albaricoque,120.000000
15218,2020,Guayaba,0.000000
15218,2020,Limón Tahití,0.000000
15218,2020,Mango demás variedades,0.000000
15218,2020,Maracuyá,66.000000
15218,2020,Piña demás variedades,480.000000
15218,2020,Uva,35.000000
15218,2020,Otros cítricos,66.000000
15223,2020,Plátano consumo interno,468.000000
15223,2020,Otros cítricos,0.000000
15224,2020,Durazno o Albaricoque,10.000000
15224,2020,Fresa,3.000000
15226,2020,Fresa,30.400000
15226,2020,Gulupa o cholupa,7.200000
15226,2020,Tomate de árbol,0.000000
15226,2020,Uchuva,80.640000
15236,2020,Aguacate demás variedades,20.800000
15236,2020,Granadilla,14.000000
15236,2020,Plátano consumo interno,52.000000
15238,2020,Arándano,3.000000
15238,2020,Brevo,6.000000
15238,2020,Ciruela,210.000000
15238,2020,Durazno o Albaricoque,170.000000
15238,2020,Feijoa,89.140000
15238,2020,Fresa,0.000000
15238,2020,Gulupa o cholupa,140.000000
15238,2020,Manzana,52.000000
15238,2020,Mora,51.200000
15238,2020,Tomate de árbol,110.000000
15248,2020,Aguacate demás variedades,30.000000
15248,2020,Chirimoya,3.000000
15248,2020,Dátil,0.000000
15248,2020,Durazno o Albaricoque,140.000000
15248,2020,Naranja demás variedades,21.000000
15272,2020,Feijoa,3.000000
15272,2020,Gulupa o cholupa,3.000000
15272,2020,Higo,2.500000
15272,2020,Tomate de árbol,40.000000
15276,2020,Arándano,0.300000
15276,2020,Uchuva,6.000000
15276,2020,Uva,6.080000
15293,2020,Mora,1340.000000
