geo,Año,Desagregación,Producción
15507,2020,Caña Panelera,6400.000000
15511,2020,Café,116.000000
15511,2020,Caña Miel,2249.600000
15514,2020,Cacao,20.300000
15514,2020,Café,331.000000
15514,2020,Caña Panelera,3250.000000
15516,2020,Caña Panelera,600.000000
15518,2020,Café,36.300000
15518,2020,Caña Panelera,1095.210000
15522,2020,Caña Panelera,360.000000
15531,2020,Cacao,378.890000
15531,2020,Café,269.000000
15531,2020,Caña Panelera,12120.000000
15533,2020,Cacao,1.920000
15533,2020,Café,34.000000
15533,2020,Caña Miel,192.000000
15550,2020,Café,125.000000
15550,2020,Caña Miel,170.880000
15572,2020,Cacao,78.120000
15572,2020,Café,3.600000
15572,2020,Caña Panelera,22.750000
15580,2020,Cacao,472.000000
15580,2020,Café,149.000000
15580,2020,Caña Panelera,8000.000000
15600,2020,Fique,10.000000
15621,2020,Café,139.000000
15621,2020,Caña Miel,1064.000000
15621,2020,Fique,2.800000
15660,2020,Café,266.000000
15660,2020,Caña Panelera,2730.000000
15660,2020,Caña Miel,276.000000
15664,2020,Cacao,0.000000
15664,2020,Café,421.000000
15664,2020,Caña Panelera,456000.000000
15667,2020,Cacao,34.000000
15667,2020,Café,3.000000
15667,2020,Caña Panelera,220.000000
15673,2020,Café,36.000000
15673,2020,Caña Panelera,2970.000000
15681,2020,Cacao,177.000000
15681,2020,Café,271.000000
15681,2020,Caña Panelera,1670.000000
15686,2020,Cacao,30.400000
15686,2020,Café,550.000000
15686,2020,Caña Panelera,225000.000000
15690,2020,Cacao,28.800000
15690,2020,Café,6.000000
15690,2020,Caña Panelera,1050.000000
15696,2020,Café,4.500000
15696,2020,Caña Miel,8400.000000
15720,2020,Caña Panelera,280.000000
15753,2020,Caña Panelera,900.000000
15755,2020,Caña Panelera,3800.000000
15757,2020,Caña Miel,3.000000
15761,2020,Café,35.000000
15761,2020,Caña Miel,720.000000
15774,2020,Caña Miel,560.000000
15778,2020,Café,0.000000
15778,2020,Caña Miel,504.000000
15798,2020,Café,19.000000
15798,2020,Caña Miel,110.400000
15804,2020,Caña Miel,3500.000000
15810,2020,Caña Panelera,225.000000
15816,2020,Café,590.000000
15816,2020,Caña Panelera,260040.000000
15832,2020,Cacao,2.450000
15832,2020,Café,66.000000
15842,2020,Café,3.600000
15842,2020,Caña Miel,2073.600000
15897,2020,Café,1152.000000
15897,2020,Caña Miel,4608.000000
15022,2021,Café,63.520000
15022,2021,Caña Miel,3416.000000
15047,2021,Café,2.750000
15047,2021,Caña Miel,1920.000000
15090,2021,Cacao,3.010000
15090,2021,Café,393.220000
15090,2021,Caña Miel,992.000000
15097,2021,Caña Panelera,4400.000000
15106,2021,Café,192.150000
15106,2021,Caña Miel,856.000000
15109,2021,Cacao,18.450000
15109,2021,Café,395.820000
15109,2021,Caña Panelera,12960.000000
15135,2021,Cacao,9.900000
15135,2021,Café,213.630000
15135,2021,Caña Miel,1632.000000
15172,2021,Café,53.530000
15172,2021,Caña Miel,2184.000000
15180,2021,Caña Miel,480.000000
15183,2021,Café,3.650000
15183,2021,Caña Panelera,174.000000
15185,2021,Café,281.670000
15185,2021,Caña Panelera,528000.000000
15212,2021,Cacao,530.370000
15212,2021,Café,202.870000
15212,2021,Caña Panelera,32640.000000
15218,2021,Caña Panelera,760.000000
15223,2021,Cacao,40.250000
15223,2021,Café,3.120000
15223,2021,Caña Panelera,150.000000
15236,2021,Café,2.340000
15236,2021,Caña Panelera,4080.000000
15248,2021,Caña Panelera,90.000000
15293,2021,Caña Miel,5680.000000
15299,2021,Café,133.890000
15299,2021,Caña Panelera,1054.000000
15299,2021,Fique,7.000000
15317,2021,Café,55.510000
15317,2021,Caña Panelera,900.000000
15322,2021,Café,74.810000
15325,2021,Café,111.960000
15325,2021,Caña Miel,3696.000000
15377,2021,Café,132.650000
15377,2021,Caña Panelera,3600.000000
15380,2021,Café,0.900000
15401,2021,Cacao,29.900000
15401,2021,Café,127.280000
15401,2021,Caña Panelera,356.000000
15425,2021,Café,82.670000
15425,2021,Caña Miel,2336.000000
15442,2021,Cacao,495.000000
15442,2021,Café,229.450000
15442,2021,Caña Panelera,15582.000000
15442,2021,Caña Miel,13968.000000
15455,2021,Cacao,8.400000
15455,2021,Café,598.150000
15455,2021,Caña Panelera,17520.000000
15455,2021,Caña Miel,9856.000000
15464,2021,Café,74.340000
15469,2021,Café,1404.960000
15469,2021,Caña Panelera,159500.000000
15469,2021,Caña Miel,10200.000000
15480,2021,Cacao,196.000000
15480,2021,Café,71.740000
15480,2021,Caña Panelera,6900.000000
15507,2021,Cacao,168.400000
15507,2021,Café,168.790000
15507,2021,Caña Panelera,4230.000000
15511,2021,Café,78.910000
15511,2021,Caña Miel,3120.000000
15514,2021,Cacao,29.000000
15514,2021,Café,278.660000
15514,2021,Caña Panelera,2750.000000
15516,2021,Caña Panelera,0.000000
15518,2021,Cacao,0.000000
15518,2021,Café,28.280000
15518,2021,Caña Panelera,2609.840000
15522,2021,Caña Panelera,188.500000
15531,2021,Cacao,346.000000
15531,2021,Café,223.320000
15531,2021,Caña Panelera,12120.000000
15533,2021,Cacao,1.400000
15533,2021,Café,33.560000
15533,2021,Caña Miel,1248.000000
15550,2021,Café,94.190000
15550,2021,Caña Miel,800.000000
15572,2021,Cacao,100.800000
15572,2021,Café,5.520000
15572,2021,Caña Panelera,108.500000
15580,2021,Cacao,343.200000
15580,2021,Café,138.230000
15580,2021,Caña Panelera,8000.000000
15600,2021,Fique,12.000000
15621,2021,Café,142.800000
15621,2021,Caña Miel,261.000000
15621,2021,Fique,1.400000
15660,2021,Café,344.650000
15660,2021,Caña Panelera,2660.000000
15660,2021,Caña Miel,2400.000000
15664,2021,Cacao,0.450000
15664,2021,Café,962.040000
15664,2021,Caña Panelera,451200.000000
15667,2021,Cacao,58.460000
15667,2021,Café,3.770000
15667,2021,Caña Panelera,380.000000
15673,2021,Café,67.100000
15673,2021,Caña Panelera,990.000000
15681,2021,Cacao,219.480000
15681,2021,Café,201.970000
15681,2021,Caña Panelera,5915.000000
15686,2021,Cacao,31.160000
15686,2021,Café,497.380000
15686,2021,Caña Panelera,237600.000000
15690,2021,Cacao,36.000000
15690,2021,Café,6.690000
15690,2021,Caña Panelera,1320.000000
15696,2021,Café,8.280000
15696,2021,Caña Miel,8400.000000
15720,2021,Caña Panelera,60.000000
15753,2021,Caña Panelera,799.200000
15755,2021,Caña Panelera,3825.000000
15757,2021,Caña Miel,16.000000
15761,2021,Café,32.390000
15761,2021,Caña Miel,720.480000
15774,2021,Caña Miel,576.000000
15778,2021,Café,3.640000
15778,2021,Caña Panelera,0.000000
15778,2021,Caña Miel,432.000000
15798,2021,Café,36.720000
15798,2021,Caña Miel,2464.000000
15804,2021,Caña Miel,4920.000000
15810,2021,Caña Panelera,165.000000
15816,2021,Café,642.460000
15816,2021,Caña Panelera,199870.000000
15832,2021,Cacao,3.600000
15832,2021,Café,35.860000
15842,2021,Café,5.840000
15842,2021,Caña Miel,2523.200000
15897,2021,Café,1070.260000
15897,2021,Caña Miel,5000.000000
15022,2022,Café,81.110000
15022,2022,Caña Miel,15128.000000
15047,2022,Café,2.750000
15047,2022,Caña Miel,1919.940000
15090,2022,Cacao,3.010000
15090,2022,Café,315.610000
15090,2022,Caña Miel,8704.000000
15097,2022,Caña Panelera,4650.000000
15106,2022,Café,151.300000
15106,2022,Caña Miel,7168.000000
15109,2022,Cacao,20.250000
15109,2022,Café,366.440000
15109,2022,Caña Panelera,13860.000000
15135,2022,Cacao,9.000000
15135,2022,Café,196.460000
15135,2022,Caña Miel,975.000000
15172,2022,Café,48.950000
15172,2022,Caña Miel,2268.000000
15180,2022,Caña Miel,480.000000
15183,2022,Café,2.250000
15183,2022,Caña Panelera,3.000000
15185,2022,Café,381.880000
15185,2022,Caña Panelera,576000.000000
15212,2022,Cacao,122.500000
15212,2022,Café,218.510000
15212,2022,Caña Panelera,8080.000000
15218,2022,Caña Panelera,855.000000
15223,2022,Cacao,54.000000
15223,2022,Café,3.500000
15223,2022,Caña Panelera,170.000000
15236,2022,Café,2.480000
15236,2022,Caña Panelera,4589.000000
15248,2022,Caña Panelera,97.500000
15293,2022,Caña Miel,9990.000000
15299,2022,Café,107.300000
15299,2022,Caña Panelera,1054.000000
15299,2022,Fique,7.000000
15317,2022,Café,19.800000
15317,2022,Caña Panelera,80.000000
15322,2022,Café,56.190000
15325,2022,Café,108.130000
15325,2022,Caña Miel,3696.000000
15377,2022,Café,92.050000
15377,2022,Caña Panelera,5000.000000
15380,2022,Café,0.900000
15401,2022,Cacao,25.200000
15401,2022,Café,74.120000
15401,2022,Caña Panelera,675.000000
15425,2022,Café,88.130000
15425,2022,Caña Miel,2822.000000
15442,2022,Cacao,573.300000
15442,2022,Café,181.350000
15442,2022,Caña Panelera,16672.500000
15442,2022,Caña Miel,15500.000000
15455,2022,Cacao,9.300000
15455,2022,Café,498.920000
15455,2022,Caña Panelera,18690.000000
15455,2022,Caña Miel,11104.000000
15464,2022,Café,86.450000
15469,2022,Café,1210.250000
15469,2022,Caña Panelera,136360.000000
15469,2022,Caña Miel,10080.000000
15480,2022,Cacao,283.500000
15480,2022,Café,55.590000
15480,2022,Caña Panelera,5750.000000
15507,2022,Cacao,211.950000
15507,2022,Café,80.680000
15507,2022,Caña Panelera,3630.000000
15511,2022,Café,53.810000
15511,2022,Caña Miel,3120.000000
15514,2022,Cacao,27.000000
15514,2022,Café,252.430000
15514,2022,Caña Panelera,2500.000000
15516,2022,Caña Panelera,29.000000
15518,2022,Cacao,0.700000
15518,2022,Café,29.840000
15518,2022,Caña Panelera,3468.000000
15522,2022,Caña Panelera,461.500000
15531,2022,Cacao,347.000000
15531,2022,Café,204.460000
15531,2022,Caña Panelera,15150.000000
15533,2022,Cacao,1.400000
15533,2022,Café,25.380000
15533,2022,Caña Miel,1392.000000
15550,2022,Café,60.810000
15550,2022,Caña Miel,784.000000
15572,2022,Cacao,117.600000
15572,2022,Café,20.250000
15572,2022,Caña Panelera,54.000000
15580,2022,Cacao,380.400000
15580,2022,Café,105.190000
15580,2022,Caña Panelera,7250.000000
15600,2022,Fique,0.600000
15621,2022,Café,127.580000
15621,2022,Caña Miel,261.000000
15621,2022,Fique,2.100000
15660,2022,Café,309.690000
15660,2022,Caña Panelera,2660.000000
15660,2022,Caña Miel,2400.000000
15664,2022,Cacao,0.300000
15664,2022,Café,871.550000
15664,2022,Caña Panelera,440400.000000
15667,2022,Cacao,53.900000
15667,2022,Café,2.790000
15667,2022,Caña Panelera,399.000000
15673,2022,Café,68.320000
15673,2022,Caña Panelera,1049.400000
15681,2022,Cacao,262.000000
15681,2022,Café,166.710000
15681,2022,Caña Panelera,6280.000000
15686,2022,Cacao,30.400000
15686,2022,Café,203.970000
15686,2022,Caña Panelera,282600.000000
15690,2022,Cacao,34.800000
15690,2022,Café,6.490000
15690,2022,Caña Panelera,1410.000000
15696,2022,Café,6.900000
15696,2022,Caña Miel,7800.000000
15720,2022,Caña Panelera,600.000000
15753,2022,Caña Panelera,855.000000
15755,2022,Caña Panelera,4230.000000
15757,2022,Caña Miel,9.600000
15761,2022,Café,26.110000
15761,2022,Caña Miel,200.000000
15774,2022,Caña Miel,527.000000
15778,2022,Café,5.000000
15778,2022,Caña Panelera,1000.000000
15778,2022,Caña Miel,456.000000
15798,2022,Café,46.200000
15798,2022,Caña Miel,2800.000000
15804,2022,Caña Miel,39360.000000
15810,2022,Caña Panelera,480.000000
15816,2022,Café,576.700000
15816,2022,Caña Panelera,181700.000000
15832,2022,Cacao,3.000000
15832,2022,Café,27.210000
15842,2022,Café,8.030000
15842,2022,Caña Miel,128.000000
15897,2022,Café,891.240000
15897,2022,Caña Miel,4510.000000
