geo,Municipio,Periodo,Valor
15238,Duitama,2017,0.855700
15686,Santana,2016,0.857100
15114,Busbanzá,2017,0.857100
15835,Turmequé,2016,0.858900
15660,San Eduardo,2016,0.866600
15837,Tuta,2017,0.867300
15764,Soracá,2017,0.870000
15808,Tinjacá,2017,0.870900
15180,Chiscas,2016,0.875000
15407,Villa De Leyva,2016,0.881100
15106,Briceño,2017,0.882300
15763,Sotaquirá,2016,0.886000
15131,Caldas,2017,0.896500
15135,Campohermoso,2017,0.900000
15621,Rondón,2016,0.903200
15646,Samacá,2017,0.905700
15001,Tunja,2016,0.908500
15172,Chinavita,2017,0.909000
15806,Tibasosa,2017,0.910000
15299,Garagoa,2016,0.914200
15537,Paz De Río,2017,0.914200
15897,Zetaquira,2017,0.914800
15491,Nobsa,2016,0.919300
15776,Sutamarchán,2016,0.919300
15720,Sativanorte,2017,0.923000
15322,Guateque,2017,0.928000
15762,Sora,2016,0.935400
15673,San Mateo,2016,0.944400
15814,Toca,2016,0.945900
15106,Briceño,2016,0.947300
15832,Tununguá,2017,0.954500
15776,Sutamarchán,2017,0.955800
15176,Chiquinquirá,2016,0.959800
15839,TUTAZÁ,2017,0.961500
15189,Ciénega,2016,0.962200
15162,Cerinza,2017,0.966600
15753,Soatá,2017,0.972400
15097,Boavita,2016,0.977200
15759,Sogamoso,2017,0.977900
15097,Boavita,2017,0.982700
15332,GÜICÁN DE LA SIERRA,2016,0.983000
15176,Chiquinquirá,2017,0.988800
15325,Guayatá,2017,1.000000
15380,La Capilla,2017,1.000000
15632,Saboyá,2017,1.000000
15774,Susacón,2017,1.000000
15407,Villa De Leyva,2017,1.005400
15104,Boyacá,2017,1.020400
15759,Sogamoso,2016,1.022600
15187,Chivatá,2017,1.027700
15822,Tota,2017,1.030700
15822,Tota,2016,1.035000
15367,Jenesano,2016,1.040500
15224,Cucaita,2017,1.040800
15172,Chinavita,2016,1.045400
15832,Tununguá,2016,1.045400
15835,Turmequé,2017,1.046100
15537,Paz De Río,2016,1.054000
15380,La Capilla,2016,1.055500
15511,Pachavita,2017,1.062500
15189,Ciénega,2017,1.090900
15762,Sora,2017,1.096700
15550,Pisba,2016,1.111100
15522,Panqueba,2017,1.111100
15879,Viracachá,2017,1.125000
15442,Maripí,2017,1.145400
15842,Úmbita,2017,1.147500
15367,Jenesano,2017,1.151500
15218,Covarachía,2017,1.166600
15514,Páez,2016,1.333300
15022,Almeida,2016,1.375000
15212,Coper,2016,1.444400
15550,Pisba,2017,1.444400
